"","nationality","tags","score","content","content_detail"
"461","Japan","<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","7.9","¡°Good location.¡±","<U+B200>Good location.Stayed in August 2017"
"462","Myanmar","<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","4.2","¡°Poor service, helpless receptionist with no concierge!¡±","<U+B198>Staffs are not friendly and helpless. Very poor service. No concierge !<U+B200>Housekeeping is nice Except this nothing is goodStayed in July 2017"
"463","Singapore","<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°The bed n room¡±","<U+B200>The bed n roomStayed in July 2017"
"464","China","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°wonderful place for family tour.¡±","<U+B198>booking money refund puzzled.<U+B200>service.Stayed in August 2017"
"465","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","4.2","¡°No room service.¡±","<U+B198>No room service. Constant reminder to give us complimentary water bottles. The rooms are too small. Cleanliness could've been better.Stayed in August 2017"
"466","United Arab Emirates","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Excellent location near to the Arab street and MRT .¡±","<U+B198>smoking rooms are not available in the hotel<U+B200>Excellent location near to the Arab street and MRT . Many landmarks near by specially ti fins the halal foodStayed in August 2017"
"467","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Clean, cosy and ok for 2 nights¡±","<U+B198>Very small room for 4, bed was hard<U+B200>Clean and great location close to MRTStayed in August 2017"
"468","Germany","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Staff was very friendl;¡±","<U+B200>Staff was very friendl; breakfast was deliciousStayed in August 2017"
"469","Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","3.8","¡°Clean and nice hotel but don't plan using the swimming...¡±","<U+B198>The swimming pool is full of children, the rooftop closes at 22pm. <U+B200>Clean and nice hotel but don't plan using the swimming pool at night after visiting the city, unless you come in family with children, they'll make friends.Stayed in August 2017"
"470","France","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 2 nights","7.9","¡°Very comfortable room.¡±","<U+B198>Breakfast : room a bit small for such big hotel. Do not arrive after 10am!<U+B200>Very comfortable room. Good location, 20min walk from Raffles areaStayed in July 2017"
"471","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","7.1","¡°good location, good view from swimming pool level.¡±","<U+B198>bathroom is a bit small. can hear noise from corridor.<U+B200>good location, good view from swimming pool level. bed is comfortable.Stayed in July 2017"
"472","Hong Kong","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°The 3 person and family rooms are too small.¡±","<U+B198>The 3 person and family rooms are too small. No place and hanger to hang wet clothes in the toilet.Stayed in July 2017"
"473","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Good value for money and conveniently located¡±","<U+B198>Didn't have the option to checkout late, so we had to book another room just for the sake of staying another 6 hrs before we caught our flight<U+B200>Good location and good value for moneyStayed in July 2017"
"474","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","5.4","¡°Rather poor¡±","<U+B198>The buffet cooked breakfast was very coldAfter cleaning the room they left dirty cups and did not make the beds wellStayed in July 2017"
"475","India","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°Property was very close to Arab street and Marina Bay Sands.¡±","<U+B198>Staff was not very friendly. Our room was on the 9th floor and we had no one to help us take our luggage to the floor. Hotel restaurant is average! Rooms are very small.<U+B200>Property was very close to Arab street and Marina Bay Sands. We could locate many spots to eat from cheap food joints to fairly expensive restaurants. Stayed in July 2017"
"476","Portugal","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights","8.8","¡°Good relation quality/price, pool on the roof¡±","<U+B198>Small room for a family of 3<U+B200>Good relation quality/price, pool on the roofStayed in July 2017"
"477","New Zealand","<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","7.9","¡°The location to the public transport and shopping.¡±","<U+B198>The room was small for three but still great and the roof top view was awesome. Greta to have a pool to cool off in.<U+B200>The location to the public transport and shopping. The stadium was close and we had travelled to Singapore for the ICC cup.Stayed in July 2017"
"478","Oman","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night<U+2022> Submitted via mobile","4.6","¡°This hotel for 1 night only. Cant stay more¡±","<U+B198>Room sizeBreakfast<U+B200>LocationStayed in July 2017"
"479","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights","8.8","¡°Good location, resonable rates and rooms. Good breakfast. Friendly locals¡±","<U+B198>We had 2 family rooms , as there was 5 of us. A room that slept would be great, or if the rooms were interconnecting.<U+B200>Kids eat free for breakfastStayed in July 2017"
"480","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights","5.8","¡°Location is good¡±","<U+B198>Small lifts and family room barely fitted the bed, let alone bags<U+B200>Location is goodStayed in July 2017"
"481","Canada","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","8.8","¡°Great Business Hotel in Beautiful Singapore¡±","<U+B198>Only problem I found was some taxi drivers didn't know where this hotel was. Once you tell them the street they find it pretty easily, but I think the name recently changed and so they aren't as familiar with it yet.<U+B200>Very nice business like hotel. Reminds me of a Holiday Inn. The bed was very comfortable, the shower was lovely, the breakfast was delicious. Does the job very well. All the amenities were nice, and the room was very clean. The location was also great.  MRT within walking distance, a really great Hawker Centre across the street, Arab Street is a few minutes walk away where you can find many bars and restaurants. I really enjoyed my stay here.Stayed in July 2017"
"482","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 4 nights","3.3","¡°Smelly bathroom that wasn't fixed during 4 days of stay¡±","<U+B198>I complained about a foul smelling drain in the bathroom on 4 occasions during my 4 night stay with the hotel not addressing this at all before I left and we had to cover the drain with towels each night. They finally sent someone up at 22:30 on the last night when I was trying to get some sleep ready for an early flight next day. This is the first and last 'Destination' hotel we will ever stop in - it really blighted a trip to a fantastic country.Breakfast 'special rate' is also not good value for money for a family of 4.<U+B200>The hotel is close to 2 metro stations and a local food court (Hawker Centre)Stayed in July 2017"
"483","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","6.3","¡°The room was small for 4 of us¡±","<U+B198>The room was small for 4 of usStayed in July 2017"
"484","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 3 rooms<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","7.1","¡°Ok for reasonably priced accommodation in Singapore.¡±","<U+B198>Family rooms very cramped.<U+B200>Basic hotel. Quiet. Central.Stayed in July 2017"
"485","Armenia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°We enjoyed our stay¡±","<U+B198>Nothing<U+B200>Staff is greatStayed in July 2017"
"486","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 9 nights<U+2022> Submitted via mobile","9.6","¡°good value on the most part¡±","<U+B198>breakfast at the hotel was expensive but perhaps convenient if looking for continental foods (cereal, breads, bacon). but if looking for local foods it's better to simply cross the pedestrian bridge to the hawker centre across the street for much cheaper.<U+B200>the roof top pool was lovely and noodles/paddle boards were also provided.  Complimentary daily bottles of water were very much appreciated.Stayed in July 2017"
"487","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 3 nights","9.2","¡°Great short stay accommodation¡±","<U+B198>The beds are quite hard but pillows are soft.  And the lifts are very slow.  The restaurant gets quite crowded at breakfast time.<U+B200>Staff are very friendly & helpfulStayed in July 2017"
"488","New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Great location.¡±","<U+B200>Great location. Right opposite a food court with excellent food. Stayed in July 2017"
"489","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night","7.5","¡°Simple and sufficient. Great location.¡±","<U+B198>Waiting time at the lifts were slightly too long.<U+B200>Great location. Free car park (car lifts). Family rooms was small but sufficient. Well thought out room layoutsStayed in July 2017"
"490","Philippines","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 3 nights","8.8","¡°Great value for money not too far away from the city center¡±","<U+B198>Check-in process could be improved<U+B200>Comfortable bed and sheets, great shower! Relatively large room for the price, especially given the location - right across Golden Mile food center. Easily accessible by public transportation, downtown is a short ride away by bus or MRT, or by foot (if the weather permits). I was overall pleased by my stay at Destination, would recommend to friends and family!Stayed in July 2017"
"491","United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 11 nights<U+2022> Submitted via mobile","6.3","¡°Very good location, close to MRT stations and...¡±","<U+B198>3 elevators not enough for such a busy hotel; poor room cleaning<U+B200>Very good location, close to MRT stations and pubs/restaurants.Stayed in July 2017"
"492","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","4.6","¡°Good location, ok hotel. Would only book again if there were no other rooms available in the city.¡±","<U+B198>I didn't like the size of the family room as it was a double room with two extra beds. That left no space for moving around, no wardrobe space for more than 1 person. Only 3 lifts to serve a large hotel meant waiting time was extremely unreasonable.<U+B200>I liked the location being next to a bus stop and reasonably close to an mrt stop.Stayed in July 2017"
"493","Germany","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°Great location and basic standard room.¡±","<U+B198>Wifi is free of charge, if you want to use a very slow connection. Otherwise you have to pay 20$ for it (are we living in Stone Age times?!)<U+B200>Great location and basic standard room. Good to discover city.Stayed in July 2017"
"494","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Value¡±","<U+B200>Nice city viewStayed in July 2017"
"495","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights","8.3","¡°Beautiful rooftop pool with stunning views over Singapore¡±","<U+B200>Beautiful rooftop pool with stunning views over SingaporeStayed in July 2017"
"496","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Great hotel with everything at your fingertips.¡±","<U+B200>Fantastic location for bus transport to KL in our case Malaka. Shopping buses and taxis  outside the hotel. All staff extremely friendly. Breakfast selection good. Room simple and small but had all that is needed to make the stay comfortable. Great rooftop pool.Stayed in June 2017"
"497","Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights","9.2","¡°Great place to stay in Singapore¡±","<U+B198>Room cleaning could only be done by one person and at a certain time so some days our rooms were not cleaned.<U+B200>Fantastic location, clean rooms, great rooftop pool and lovely bar with decent priced beersStayed in July 2017"
"498","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 7 nights","7.1","¡°Destination Beach Road Singapore, Good Enough and Cheap Enough¡±","<U+B198>Had to ask for extra pillows. Room a bit small.<U+B200>Best fried rice we had during our stay.Stayed in July 2017"
"499","Jordan","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.2","¡°Nice roof top pool with great views¡±","<U+B198>Long wait for elevators Bed firm<U+B200>Nice roof top pool with great viewsNice breakfast spreadStayed in July 2017"
"500","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","5.8","¡°Great budget stay¡±","<U+B198>Bed was very hard but staff did bring extra pillows when requested.Drinks expensive and lounge was not restful so tended to head up to the pool to sit and relax but we needed to head back down for amenities or refreshments. The pool was fabulous but lifts were slow so movement up and down through the hotel wasn't quick.Stayed in July 2017"
"501","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Beautiful hotel!¡±","<U+B198>Resturant prices<U+B200>Beautiful hotel! Great location. Would have given a 10/10 if a breakfast was included. Resturant was way too expensiveStayed in July 2017"
"502","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 5 nights","7.1","¡°Convenient and comfortable¡±","<U+B198>The cleanliness of the room could have been a bit better. When we first went into our room the smell of the toilet was in a bad state. I had also dropped something on the floor and when I bent down with a torch to search under the bed was greeted with a dusty carpet and left over items from previous guests. The swimming pool at the roof is also very shallow at 1.2 meters (which may be beneficial or preferred to some people). The lifts were also extremely slow - you definitely had to wait several minutes before it arrives after pressing the button. The breakfast area is also way to small for the number of guests the hotel accommodates for. The breakfast buffet area was overly crowded and at times chaotic in the morning as several guests try to get their food in a non-orderly fashion. I also witnessed an argument from guests who had taken other guest's tables at breakfast time as sometimes tables have to be shared due to the number of people.<U+B200>The staff were helpful and friendly with all questions relating to the local area and accommodation.  The hotel is situated approximately 10-15 minutes walk from Lavender Station which I found more well connected than the closest station which was about 5 minutes walk away. There are 7/11's and other 24 hour stores a short walk away which was very convenient. The breakfast buffet is a convenient way to get breakfast without having to go out. I liked that they provided towels on the roof for the swimming pool and that the outdoor pool was very clean. The wifi is also very good and I had no broken connections throughout my entire stay.Stayed in July 2017"
"503","Switzerland","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","9.2","¡°Centrally located and good value¡±","<U+B198>Sometimes a bit long waiting for elevator.<U+B200>Centrally located. Close to metro station. Only 3 stopps to Beach Rd. Pool on roof. Medium size room. Good shover.Stayed in July 2017"
"504","Belgium","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 4 nights","7.5","¡°Good hotel accommodations for few days in Singapore¡±","<U+B198>Breakfast is expensiveThe location is a bit far from the main places but with Uber it will not cost you a lot.The neighborhood is not so interesting (nothing to do around)<U+B200>The confort is one of the best thing. Great swimming pool on the roof to enjoy the sun during the morning (not enough chairs but it avoid to have many people on the swimming pool). Knowing that Singapore is not a cheap city, this accommodation is a great value for money!Stayed in July 2017"
"505","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","10","¡°Brilliant Hotel¡±","<U+B198>Slow elevator <U+B200>Excellent hotelStayed in July 2017"
"506","Russia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights","6.7","¡°very small room for 4 persons¡±","<U+B198>very small room for 4 personsStayed in July 2017"
"507","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 17 nights","9.6","¡°Excellent Stay, Great Value¡±","<U+B198>The breakfast was exactly the same every day.The hotel exceeded the elevator capacity - each morning we had to wait for the elevator to make several trips, before there was room to take our turn.The TV would not allow me to connect and watch my own media.<U+B200>The staff was exceptionally friendly, knowledgeable and professional. The pool was very nice. The facilities were well cared for and clean.Stayed in July 2017"
"508","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night","7.5","¡°Good location, tourist style hotel¡±","<U+B200>Breakfasts better than expected.  Close to Metro and therefore easy to get to Gardens by the Bay.  Rooms clean and the whole operation was very efficient, very Singapore.Excellent street style meals across the road at the Food HallStayed in July 2017"
"509","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Having to wait to check in.¡±","<U+B198>Having to wait to check in.Stayed in July 2017"
"510","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 4 nights","7.9","¡°Good location and value for money but elevator is a nightmare!¡±","<U+B198>The elevator had a mind of it's own and took forever!  The rooftop pool closed too early and blocked entry.  Should be open just to enjoy the fresh air on the rooftop.Stayed in July 2017"
"511","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 2 nights","7.1","¡°Good value for money¡±","<U+B198>Remote<U+B200>Good value for moneyStayed in July 2017"
"512","Belgium","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 6 nights","7.5","¡°Location was great.¡±","<U+B198>Could be very busy for breakfast.  Small area for lots of guests.Not a lot of closets in the room.<U+B200>Location was great.  Could walk to lots of things, close to MRT and busstop not far from the hotel.Stayed in July 2017"
"513","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 8 nights","8.3","¡°Great location at a fantastic price!¡±","<U+B200>The hotel was very conveniently located near the Nicoll Hwy MRT which made it very easy to get around Singapore. We visited some other busier areas and were glad to be staying in a quieter location. There were plenty of cheap, easy and delicious dining options close by across the road at the Golden Mile Food Centre and at the Thai centre next to the hotel. I would definitely stay here again if I was to visit Singapore.Stayed in July 2017"
"514","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","3.8","¡°Never Again Over rated Over priced¡±","<U+B198>Everything. The receptionist from check in was rude we had two rooms and she wanted to charge us a $150 dollar deposit for each room. I asked her why as there was no mini bar and she replied just In case  you do something to the room and then gave us a anstrange glare. Breakfast was disgusting and the same stuff everyday The room smelt and the bathroom had a smell of sewerage and the hall way smelt. Then on the last day at around 11am they even knocked on the door to ask what time we were leaving when check out is not until 12pm, what a disgrace. Over rated over priced Never Again<U+B200>I liked Nothing about the hotel or staff what so everStayed in July 2017"
"515","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile","7.5","¡°Great location and good value for money¡±","<U+B198>Cleanliness could have been better. Needed a deep clean.<U+B200>It was located very close to the tube and close to restaurants and bars. Any problems were dealt with swiftly. Breakfast was nice.Stayed in July 2017"
"516","Spain","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","8.8","¡°Value for money¡±","<U+B200>Value for moneyStayed in June 2017"
"517","Canada","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights","7.5","¡°Affordable family room¡±","<U+B198>The family room was fairly cramped.  Essentially the squeezed a double bed and 2 single beds in a room that would normally just take a double bed.  Should of taken a picture but literally it was wall to wall bed with no space in between.<U+B200>Convenience of food court and MRT nearby.  Price of family room.  Rooftop pool was okay.Stayed in July 2017"
"518","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 2 nights","4.6","¡°Not as expected¡±","<U+B198>If you are on an organised trip from China or India this would be your kind of hotel.<U+B200>LocationStayed in July 2017"
"519","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Good Value Basic Hotel¡±","<U+B198>Took a long time for the lifts to arrive.<U+B200>Well-appointed, smallish but adequate rooms. Good value for Singapore. Location close to hawker food market.Stayed in July 2017"
"520","Vietnam","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","6.7","¡°GOOD¡±","<U+B198>- Need more friendly  about staff. I checked in was GOOD. but Checked OUT is not good. The staff made fun of me when I said wrong luggage color<U+B200>- Location is ok not close to center but also not far away- Room is clean- Swimming pool is on rooftop. NiceStayed in July 2017"
"521","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.0","¡°the room is too small¡±","<U+B200>the room is too smallStayed in July 2017"
"522","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","5.4","¡°Close to train and bus stops¡±","<U+B198>Unfriendly staff at reception<U+B200>Close to train and bus stops20 minutes walking distance to the mallStayed in July 2017"
"523","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night","7.1","¡°Location convenient from airport, near many restaurants.¡±","<U+B198>Rooms too compact for price and compared to other hotels in the same price range. Restaurant very limited selection.Entry to the Lobby and lift access not easy.Check out staff could be friendlier.Decor very ordinary.Didn't meet expectations.<U+B200>Location convenient from airport, near many restaurants.Stayed in July 2017"
"524","Qatar","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 1 night","5.4","¡°Just Okay.¡±","<U+B198>Not very close to the metro as it says. the hotel is much smaller than it shows in photos. I had 5 ppl in the group and I asked for one double bed and one triple bed. I was told that no triple bed were available and made us by 3 double bedrooms. But in real we were given 3 triple bed rooms and made us pay for one additional room for no reason and denied the chance to amend.<U+B200>The Pool was good and the food court next to it. But there are many other places with same facilities for lesser price.Stayed in July 2017"
"525","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Great location¡±","<U+B200>Great location easy access to all destinationsStayed in July 2017"
"526","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°Good enough and comfortable¡±","<U+B198>The elevators were chronic<U+B200>It was not far from the airportStayed in July 2017"
"527","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°Excellent value near great neighbourhood.¡±","<U+B198>Breakfast not included. Room quite cramped for a family of 3. Sofa bed for child instead of a real bed. No bar or food service at rooftop pool.<U+B200>Rooftop pool has great views of the city. Close to Kampong Glam and the mosque (less than 10 minute walk).Stayed in July 2017"
"528","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights","6.3","¡°small rooms¡±","<U+B198>Family room was very small.Stayed in July 2017"
"529","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°it was okay. the breakfast was good. but for the price we paid the room was nothing too special.¡±","<U+B198>the small beds were less comfortable. the bathroom sliding door was broken (?) and I'd prefer to have shampoo, soap and conditioner in three different bottles than the all-purpose soap.<U+B200>breakfast is good. comfortable master bed. big hot shower.Stayed in July 2017"
"530","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights","7.1","¡°With four beds the room is crampy.¡±","<U+B198>With four beds the room is crampy.Stayed in June 2017"
"531","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","10","¡°Wonderful experience.¡±","<U+B198>Rooms aren't very big especially for family but don't spend much time in it. Was a nice room though.<U+B200>Staff were fabulous and helpful. Building was very clean, food delicious and pool was amazing.Easy to get to train and other restaurants.Stayed in July 2017"
"532","Hong Kong","<U+2022> Leisure trip<U+2022> Group<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Hotel name changed¡±","<U+B198>The hotel name has been changed to Destination. However, we haven't been informed by Booking.com. We were not sure we have reached the right place when the taxi arrived. I hope Booking.com could update the information asap in the future.Stayed in July 2017"
"533","United Kingdom","<U+2022> Business trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°Happy customer!¡±","<U+B198>Check in could be faster.<U+B200>Near MRT nicoll station. Roof top pool. Comfy bed. Near kampong glam area, halal food restaurants.Stayed in June 2017"
"534","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Good value pleasant stay¡±","<U+B198>Infinity pool not as big as pictures suggest and not actually infinity!<U+B200>Great breakfast - buffet with lots of choice, opt to get! Clean rooms, quite small for 3 people but no problems at all and fit for purpose. Great location close to an underground station and bus stop.Stayed in July 2017"
"535","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 6 nights","7.5","¡°All in all a great little hotel¡±","<U+B198>Annoying bloody lifts   Please try and vary breakfast ,then again better stick with a winner , as guests seamed to enjoy the  food and drinks<U+B200>Loved the breakfast     Great locationStayed in July 2017"
"536","Sweden","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","5.4","¡°Hotell in okey location with nice distance to Metro¡±","<U+B198>Breakfast , that ead really bad , very poorStayed in July 2017"
"537","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°Great spot for stopover¡±","<U+B200>The rooftop pool was awesome and great location next to Arab StStayed in June 2017"
"538","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 4 nights","7.5","¡°very comfortable & staff are friendly¡±","<U+B198>The pool area was in a great location on the hotel roof, but it was exceptionally noisy, which made it difficult to relax. A noise barrier between the pool and engine room would be beneficial.Stayed in June 2017"
"539","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°Good value of money¡±","<U+B198>Size of family room is not spacious, but this already recognised from the beginning.<U+B200>Strategic location, near Kampong Gram, which make halal food so easy to find. Approx. 10 minutes walk from nearest MRT to facilitate mobility. Clean and modern room with free wifi available.Stayed in July 2017"
"540","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights","7.5","¡°The value is good.¡±","<U+B198>Location isn't in the center of Singapore.<U+B200>The value is good.Stayed in July 2017"
"541","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°The bed and the room cleanliness¡±","<U+B200>The bed and the room cleanlinessStayed in July 2017"
