"","nationality","tags","score","content","content_detail"
"545","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","2.9","¡°Not worth the money¡±","<U+B209>The wifi not available in rooms, less entertainment at night time for families with kids<U+B207>We loved the waterfallStayed in April 2017"
"546","Singapore","<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°The waterfall feature on the wall, spring water pool, lots...¡±","<U+B209>The very basic breakfast range,i felt like it was eating in a canteen.Aircon in room wasn't that cold even we set it to strong mode @ 10<U+00C2>¡ãc. Towel, bedsheet & comforter cover felt waxy..bad for people whom have allergies.Small bathroom.<U+B207>The waterfall feature on the wall, spring water pool, lots of greenery.Good view of beach/sea from room. Kettle's hot plate was clean & spotless.Hotel is clean.Stayed in April 2017"
"547","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","7.5","¡°The breakfast was only okay¡±","<U+B209>Nothing<U+B207>The breakfast was only okayStayed in March 2017"
"548","Australia","<U+2022> Business trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","6.7","¡°Noisy but good cold air conditioning¡±","<U+B209>Noisy but good cold air conditioningLow quality breakfastNumerous days housekeeping occurred end of day after my return to the room from day at workStayed in April 2017"
"549","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Overall it was an amazing stay! Loved it :)¡±","<U+B209>Can improve on the cleanliness part. Food and drinks should be strictly banned from the pool area.<U+B207>I liked the spring water pool althiugh it was a bit sandy compared to my previous visits. Breakfast was good as usual.Stayed in April 2017"
"550","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Staycation¡±","<U+B209>Breakfast variety could have been better.Rooms might need touching up.Stayed in March 2017"
"551","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","4.2","¡°Run down¡±","<U+B209>Hygiene & cleanliness was very poor. Cleaner did not do their jobs properly & yet no supervisor to do the checking. Eco accommodation doesn't mean that no maintenance needed. There must have the basic standard of hygiene & cleanliness.<U+B207>EnvironmentStayed in April 2017"
"552","USA","<U+2022> Business trip<U+2022> Family with young children<U+2022> Deluxe Adjoining Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","6.7","¡°Wonderful pool and waterfall¡±","<U+B209>The front desk staff gave me an incorrect invoice. After 2 weeks I am still waiting for the correct invoice so that my job may reimburse me. Please help!Stayed in March 2017"
"553","Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> 2 rooms<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.3","¡°Pricey for the quality but good location.¡±","<U+B209>The toilets and room were too cramped up.<U+B207>The natural spring swimming pool and waterfallStayed in March 2017"
"554","United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","7.5","¡°Value for money¡±","<U+B209>Public areas were not that clean. The restaurant is pretty basic.  Limited choices for breakfast.<U+B207>The location was really great. Close to the beachStayed in March 2017"
"555","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°A pleasant stay ...overall¡±","<U+B209>Would be good to provide a few hand towels<U+B207>I like the cleanliness of the bedsheets and comforter..Jacuzzi pool was amazingly lovelyStayed in April 2017"
"556","Brunei Darussalam","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","7.5","¡°Amazing place to stay for sand, sea and turf. Plenty of activities just a few steps away.¡±","<U+B209>No hot water in the shower.<U+B207>I love the swimming pool and the location to the beach. it was an amazing experience! Lots of activities to do, not an hour wasted. had a great time soaking in the jacuzzi.Stayed in March 2017"
"557","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night","6.7","¡°Great location, lovely pool but bad breakfast buffet!¡±","<U+B209>The choices of the breakfast buffet were not great at all. The display were not great, everything was messy. Some of the items were not available and was not replenished.<U+B207>The room view was great and was comfortable. The pool was very awesome! Location was great, it was near to shops, restaurants, beach.Stayed in March 2017"
"558","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Good stay with family!¡±","<U+B209>The bathroom is quite small and the room wasn't sound proof.<U+B207>We were happy because we got a free upgrade of the room.Stayed in April 2017"
"559","Saudi Arabia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°really good¡±","<U+B209>nothing<U+B207>i choose the hotel because it was the cheapest i found in the island. but after staying for 3 night, i would recommend it to anybody  Stayed in April 2017"
"560","USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","9.6","¡°SILOSO BEACH RESORT IS AWESOME!!¡±","<U+B209>WIfi in the room, a smoking room.<U+B207>The pool/hot tubStayed in April 2017"
"561","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night<U+2022> Submitted via mobile","4.6","¡°A barely good experience¡±","<U+B209>Room: Fan and rooftop garden were dirty. Room was not sound proof. I can hear the musics from the beach clearly and hear people talking next door.Extra towel: At 7pm we asked for extra towel, instead of providing the normal white hotel towel, they provided us with the towel used for swimming pool visitors.Reception area was quite small, it was quite crampy.<U+B207>Merely just for the scenery and a short getaway with my girlfriends. I am happy for the company.Stayed in April 2017"
"562","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","7.5","¡°Lots of highs and lows¡±","<U+B209>I spent much of my time suffering the sound of constant drilling, hammering and then finally the fumes of paint and varnish in our room. We should never have been placed so close to the rooms being renovated. Lack of sleep and all round relaxation. No wifi in the rooms and only sporadically throughout the hotel.<U+B207>The hotel has lots to be proud of such as the Eco theme, the friendliness of the staff and their commitment to employing people with special needs. Plus the pool and scenery were amazing.Stayed in April 2017"
"563","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°.¡±","<U+B209>No wifi in rooms<U+B207>Great pool within rainforest locationStayed in April 2017"
"564","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","5.4","¡°Locations¡±","<U+B209>Music from bars was too loud and played late into the night  over the weekend<U+B207>LocationsStayed in April 2017"
"565","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile","6.7","¡°Fun at sentosa¡±","<U+B209>Lengthy journey for singapore zoo.60usd plus taxes was high for extra bed per night<U+B207>Pool and location for island activities was greatStayed in April 2017"
"566","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°Nice stay but overpriced and not luxurious. Great if you are animal lover but very bad for internet¡±","<U+B209>Room very small. No internet in most parts of hotel. Shower light broken and not fixed. No pictures on wall so room looked bare. Room furniture very basic. Reception area very small and not welcoming. Overpriced and overrated on hotels.com I think.  Hotel looked a little dated and in need of redecoration. Around hotel areas looked unkept<U+B207>Fresh Spring water pool with swimming pool was great.  Rooftop garden really lovely. Very close to beach. Gardens around hotel very beautiful. Also hotel had a lot of wildlife including peacocks and squirrels and lots of birds very nice.Stayed in April 2017"
"567","China","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°good and value the for staycation ¡±","<U+B209>room aircon need to keep at very cool temperature which may not suitable for certain guest. The housekeeping need to improve<U+B207>pool and near to beachStayed in April 2017"
"568","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","7.5","¡°Nice place to unwind surrounded by nature¡±","<U+B209>Access to hotel a bit far. Besides, breakfast which was included (excellent by the way), dinner was a bit expensive..<U+B207>Swimming pool was nice, the kids enjoy it.Stayed in April 2017"
"569","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Very close to Nature e<U+009F><U+008F><U+009E>e<U+009F><U+008F><U+009D>e<U+009F><U+008F><U+0096>¡±","<U+B209>Shower tube too short.<U+B207>Love the nature of the resort.Stayed in March 2017"
"570","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°The pool near the water slide are many dry leaves in it...¡±","<U+B209>The pool near the water slide are many dry leaves in it & no free wifi in the room(should provide free wifi in the room)Stayed in March 2017"
"571","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Great spot and amazing pool.¡±","<U+B209>The restaurant was very dull and tired looking.no one sat and had a drink in the bar of an evening very uninviting with no atmosphere.<U+B207>The swimming pool was amazing.Stayed in March 2017"
"572","Sweden","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 8 nights<U+2022> Submitted via mobile","8.3","¡°On the beach¡±","<U+B209>A bit worn down. Beach club a little noisy.<U+B207>Amazing setting on the beach. Jungle very close. Great pool. Environmentally very friendly.Stayed in March 2017"
"573","Russia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 7 nights","7.1","¡°Not a place to relax. Too noisy.¡±","<U+B209>1. Very loud music from the beach. This hotel was supposed to be the place to relax, however very loud music from the nearest beach club won't let you do it and what shocked me the most, that one day they played very loud music at night till 2a.m. Hotel stuff said they prepared for tomorrows' concert, like it's an excuse. And the concert that followed the next day was complete nightmare - windows trembling in my room the whole day from the morning till 23:30p.m. This was my last day of vacation and it completely ruined it. This hotel is not a place to relax.2. Second thing that spoiled the experience for me is a single blanket for both me and my wife - we are used to use two separate blankets. However when we asked for extra - they said the don't have extra fleece blanket and they don't have extra blanket cover! This was real disappointment.3. Wi-fi coverage is only pool and cafe areas - it doesn't work in rooms (21st century, hello!).As a summary I won't recommend anyone to stay in this hotel. For this money you could find a much better place somewhere in Singapore center.<U+B207>1. Close to the beach.2. Nice swimming pool with waterfall.3. Some birds may join you during breakfast.Stayed in March 2017"
"574","Singapore","<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°I will definetly cone back here one night is not enough¡±","<U+B207>Swimming pool ,place accessible, near beach frontStayed in March 2017"
"575","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","7.9","¡°P and Z¡±","<U+B209>We found the service at the cafeteria poor. The waitresses seemed uninterested in attending the table. In fact on two occasions we waited so long for a menu that we walked out and down the road to have a meal.<U+B207>The pool and general surrounding were great. Reception staff were very attentive. I thank them very much for their help. They explained the resort and island facilities very well and even organized a bus for us. Nothing was too hard for them.. Even the guy in the guard hut was great and happy to help us with directions. We will definitely stay again.Stayed in February 2017"
"576","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","9.2","¡°Location is the best you can get in Sentosa.¡±","<U+B209>Price<U+B207>Location is the best you can get in Sentosa. Just get out of your room, a few steps and you are in a cool beach.Stayed in March 2017"
"577","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.2","¡°Eco hotel¡±","<U+B209>Varied breakfast and not expecting a full English by am means. Some dishes not to our liking, none the less varied and good value for money.<U+B207>Pool was excellent, love that this is an eco hotel. It's like being in a rainforest. Great that they employ people with disabilities who may not otherwise have employment. Very good on corporate social responsibilities.Stayed in March 2017"
"578","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","7.9","¡°Good beach resort¡±","<U+B209>breakfast food could have been better<U+B207>Hotel as such was niceStayed in March 2017"
"579","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Excellent stay¡±","<U+B207>Extraordinary close to nature stay. Had a wonderful time. Even the Swimming pool feel so close to nature.Stayed in March 2017"
"580","Iran","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights","10","¡°There is really Paradise ....¡±","<U+B209>everything was good<U+B207>everything was goodStayed in March 2017"
"581","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","4.2","¡°Very bad facilities¡±","<U+B209>Rooms are so old. All the furniture are old as well. No internet in Room at year of 2017 so sad. Totally waste of money.<U+B207>i like just the pool and location of the hotelStayed in March 2017"
"582","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Good staycation¡±","<U+B209>i had diarhoea the whole day. Might be the guava juice<U+B207>Chocolate custard croissants were greatStayed in March 2017"
"583","Singapore","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Nil¡±","<U+B209>Staff the way thy serve. Customers<U+B207>Everyrhing bt the staffHas very bad attitudeStayed in March 2017"
"584","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","7.5","¡°Not bad. Had a decent stay. Slightly expensive. But will go somewhere else next time.¡±","<U+B209>This hotel is within Sentosa island, but still away from major attractions like Universal and Resorts world. There is a shuttle service but only selected times. Free bus is available but a bit of walking to get to the bus stop as beach trams are full most of the time. I think they have an artificial ""cricket (insect) sound"" between 9 to 5 that is very loud and sharp and can be heard throughout the hotel. This got really annoying when I tried to take some rest during the day after long haul. They claim it is the insects and it will stop around 4pm. But I can bet it is artificial as its consistent and continuous. Not many options in breakfast. No bathtub. No soap near bathroom sink. You have to open the shower door, push the soap dispenser come back out if you need to wash just your hands. I am sure there are eco-friendly soaps available that can be provided.Slightly expensive for the price.<U+B207>Bang opposite the beach. Awesome pool. Friendly staff. Within Sentosa island. OK breakfast, nothing extravagent.Stayed in March 2017"
"585","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","8.8","¡°Location and facilities¡±","<U+B209>Did not stay long enough<U+B207>Location and facilitiesStayed in March 2017"
"586","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°Short getaway to near nature¡±","<U+B209>Little things- tv too small, no hand soap, no comb, no wine glasses<U+B207>Decent size room but no comb provided. No hand soapStayed in February 2017"
"587","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Adjoining Room<U+2022> Stayed 2 nights","7.1","¡°This was the second visit.¡±","<U+B209>Meal voucher of $10.00 was issued per room but could only make use of $8.50 as $1.50 was charged as a fee for using the voucher.Also, I am being charged, hopefully by error, $270.71 extra from my agreed bill with Hotel.com. Furthermore, this was charged three days prior to my arrival.Pool attendant was not always there which made obtaining pool towels near impossible.<U+B207>This was the second visit. First visit was in 2007. It is a peaceful and comfortable hotel to stay at. Very rustic ambience. Check in and out was quick.Stayed in March 2017"
"588","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°Reasonable price with reasonable service¡±","<U+B209>No variety for breakfast and run out of seats at peak hourStayed in February 2017"
"589","Canada","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°A great vacation destination.¡±","<U+B207>The hotel concept and location was awesome. Hotel was a few steps away from the beach, the Eco system that they use to run the facility was very interesting. The hotel was surrounded by lush green and just the feel of nature. The food was great and there are a lot of things to do around the area. A real vacation destination in Singapore.Stayed in March 2017"
"590","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights","7.1","¡°The food portions were big.¡±","<U+B209>View of the sea was blocked by trees. Was quite disappointing when you had booked the rooms with sea view. Prices should have been adjusted accordingly if what you have booked for is not available.<U+B207>The food portions were big. The restaurant staff were friendly and quick in service.Stayed in March 2017"
"591","Finland","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","9.2","¡°Beach across the street, pool very nice.¡±","<U+B209>Wifi was not working inside the room<U+B207>Beach across the street, pool very nice.Stayed in February 2017"
"592","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°Toilet not clean well stink . It is not 4 stars hotel should be 2 or 1 according to some facilities.¡±","<U+B209>Toilet not clean well stink .It is not 4 stars hotel should be 2 or 1 according to some facilities.<U+B207>GoodStayed in March 2017"
"593","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.4","¡°Staffs are attentive.¡±","<U+B209>Can easily access on the areas without needing the keycard. From groundlevel to the pool area.<U+B207>Staffs are attentive. A bit inconvenient in terms of reheating food and you need to go down at ground level to do that. Packed of condotioner nit able to top up properly one tube is full and the other one is half. Toothbrush bristle is hard.Stayed in March 2017"
"594","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 8 nights<U+2022> Submitted via mobile","10","¡°We enjoyed our stay at Siloso Beach and it is also in  a great location.¡±","<U+B207>The staff were all very friendly and helpful also we enjoyed the pool and the eco friendly ethos of the hotelStayed in March 2017"
"595","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°It was a good experience yet it could have been better. Loved the Swimming pool a lot though.¡±","<U+B209>The cleanliness especially the balcony area. With birdshit on the seats of the swing uncleaned. And the bathroom lacking quantitative soap.<U+B207>The spacious room and the amenities. The extra space and the view.Stayed in March 2017"
"596","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights","9.2","¡°Great beach-side resort for a weekend getaway¡±","<U+B209>OK there is no wifi in the room. Only in the pool area. and restaurant. Not good if you are on a working trip but to be honest this is a place to relax and switch off. It doesn't pretend to be 5-star accommodation, so set your expectations accordingly. It is comfortable and all the essentials are there.<U+B207>For us this hotel has the nicest swimming pool in Singapore (100+ meters long, more like a wide river, fed by natural spring water, spacious, never crowded). Beautiful and natural surroundings in the middle of one million trees, shrubs and plants. Relaxing ambiance. Outstanding and friendly staff. Beach location (rare in Singapore), very good breakfast, ideal for a short beach holiday or just hanging out by the pool. Lovely grounds and secret gardens. What it lacks in sophistication it more than makes up for in natural beauty and charm.Stayed in March 2017"
"597","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°Lovely stay but a bit overpriced considering limited facilities in rooms¡±","<U+B209>Poor breakfast. Tiny rooms- Very basic for the price.<U+B207>Lovely pool area. Very green and beautiful resort.Stayed in February 2017"
"598","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights","10","¡°A great staycation¡±","<U+B209>The shower stall door should have silicon strips so that water does not get out and wet the bathroom floor.<U+B207>The room was comfortable and had a great view of the sea.The staff were so friendly.Stayed in March 2017"
"599","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°The swimming pool is good.¡±","<U+B209>Breakfast could have been improved. Bed was very squeaky and uncomfortable. Baby cot given to us was faulty as told by the staff.<U+B207>The swimming pool is good.Stayed in March 2017"
"600","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.7","¡°Room for improvement¡±","<U+B209>1) Very noisy in the night..my room was just above the cafe.It seems that the cafe is open 24 hours.People talking and laughing throughout the night till dawn.We hardly sleep...e<U+009F><U+0098>¡êe<U+009F><U+0098>¡êe<U+009F><U+0098>¡ê2) It took housekeeper a little too long to bring the things over upon request.Stayed in March 2017"
"601","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Roof Garden Suite Queen<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Good¡±","<U+B198>Gym..very rusty machines<U+B200>JacuziStayed in February 2017"
"602","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Fantastic Staycation¡±","<U+B198>There was a lot of ants in the room.<U+B200>I really like the variety of food. The food is freshly made and really tasty. It is really near the beach.Stayed in March 2017"
"603","Ireland","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","5.0","¡°Not easy to find ¡±","<U+B198>Not easy to find Awkward structure with reception on 8th floorPoor breakfast- cold foodStayed in March 2017"
"604","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Prompt service and friendly staff.¡±","<U+B198>Toilet didn't have face or hand towels.<U+B200>Prompt service and friendly staff.Water cooler at the reception area.Stayed in March 2017"
"605","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°Good location¡±","<U+B198>The room is more like a 3star hotel for the price paid<U+B200>The location is very near to beach activities as well as kidzaniaStayed in March 2017"
"606","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°the location, the big pool, the eco environment!¡±","<U+B198>the breakfast spread could be betterno wifi in rooms<U+B200>the location, the big pool, the eco environment!Stayed in March 2017"
"607","South Korea","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","8.8","¡°Good!¡±","<U+B200>Great pool, good condition of bed.Stayed in March 2017"
"608","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","7.5","¡°We will come back again with our kids on school holidays¡±","<U+B198>The Jacuzzi is too hot and jacuzzi water quite salty *_*The additional bed cost a bit higher for families with small kids.<U+B200>The breakfast is nice and the waterfall.The staff are goodStayed in March 2017"
"609","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.9","¡°great short getaway.¡±","<U+B198>Bed. It should be king sized.<U+B200>Love the natured environment and spring water pool. The resort is accessible to the beaches.Stayed in March 2017"
"610","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.8","¡°After 2-separate staycations, will not be staying there and instead will choose other hotels around.¡±","<U+B198>Somehow the cafeteria has this stinky smell esp at the close room and the walkway from lift to cafeteria. As i staycation with my family, we of course will request some stuffs but without hesitation the staffs quickly say no nor dont have without even trying to check<U+B200>We love the pool!Stayed in March 2017"
"611","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","4.6","¡°Okay but not value for money.¡±","<U+B198>Staffs could be more well trained and courteous. Bathroom really small, towels worn out, upkeep of facilities poor.<U+B200>Eco theme gardens and greenery. Hotel on beachfront, eateries nearby, convenient.Stayed in March 2017"
"612","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night","9.6","¡°Sentosa Gem¡±","<U+B200>The breakfast croissants were the best, the Indian gentleman wearing the purple polo shirt welcoming guests in to breakfast was so friendly and sweet he was like a ray of sunshine to start our day, the swimming pool with its chlorine-free water / fabulous slides / rubber tyres made it a family dream, the entire resort is so ""natural"" it feels like its growing out of the jungle.Stayed in March 2017"
"613","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Superb location, waterfall pool, friendly helpful staff.¡±","<U+B198>None<U+B200>Room cleaning, extra blanket pillowsStayed in March 2017"
"614","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","7.5","¡°I am inspired by the eco friendly environment.¡±","<U+B200>I am inspired by the eco friendly environment. The eco tour was very informative.Stayed in February 2017"
"615","United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Loved the stay..¡±","<U+B198>would have been better if you had a bidet as well.<U+B200>Loved your poolStayed in March 2017"
"616","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.8","¡°Fun and enjoyable stay¡±","<U+B198>Bad wifi<U+B200>Nature surroundingsAnimals roam freelyQuitenessGreat free ECO tourStayed in March 2017"
"617","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°It's near the tram station¡±","<U+B198>The gst wasn't factored into the price. End up need to pay more<U+B200>It's near the tram stationStayed in March 2017"
"618","Philippines","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°everything.¡±","<U+B198>none.<U+B200>everything.Stayed in March 2017"
"619","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","5.0","¡°Back into the 90s¡±","<U+B198>1) the water shower is temperature is not consistent... it will change to extreme hot or extreme cold half way into the shower.. 2) no wifi in the room, and having to use the wifi at the pool area is quite bad due to the mosquitoes 3) phone reception in the room is poor, at times there is no signal to even use my own 3G.<U+B200>1) croissants are really nice! 2) the rooftop view is scenic 3) back into the olden days feelStayed in March 2017"
