"","nationality","tags","score","content","content_detail"
"625","Greece","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Twin City View Room <U+2022> Stayed 1 night","9.6","¡°Best hotel we ever stayed.¡±","<U+B209>a little bit expensive but its a unique experience.<U+B207>Best hotel we ever stayed.Book for only one night in our last day just to enjoy the whole day at the swimming pool.Very good experience,perfect view and conditions to relax.Very luxurious hotel,clean and modern.room size was very big,attention to every details from furniture to ammenities.The pool was amazing,worth staying at this hotel once in a lifetime.Stayed in November 2017"
"626","Ireland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","10","¡°The staff went above and beyond for us.¡±","<U+B207>The staff went above and beyond for us. The hotel was amazing. We upgraded to a club room which was worth the extra money. Stayed in October 2017"
"627","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Huge bathroom.¡±","<U+B209>The smell of bed linens were terrible, as if it were not washed at all.<U+B207>Huge bathroom.Stayed in November 2017"
"628","United Arab Emirates","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Twin Room<U+2022> Stayed 3 nights","10","¡°Amazing Hotel and definetly I will visit it again in my next trip¡±","<U+B207>A very friendly staff and team. An excellent hotel and they made a complimentary upgrade and gist when they knew it is our 10th wedding anniversaryStayed in October 2017"
"629","Ukraine","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Deluxe King Sky View<U+2022> Stayed 2 nights","9.6","¡°The proper way to experience Singapore¡±","<U+B209>We were confused with breakfast options we had. It would be much better, if that will be included in room rate or more clearly explained where we can find breakfast places. We didn't feel that place was crowded, but maybe if you stay there several times, it could feel that way. Yeah, and it would be good, if room rate would be more affordable :)<U+B207>If you plan to visit Singapore, this hotel is the very correct way to do that. Also I recommend to stay for more than one night, to be able to visit light show, gardens and shopping mall that are close nearby. The location is perfect, the views are the best in the world, stuff and service are also on highest level. Infinity pool is amazing, atmosphere is really good and relaxing there. We preferred city view, however gardens view are also very good, especially at the night.Stayed in October 2017"
"630","Australia","<U+2022> Business trip<U+2022> Group<U+2022> Deluxe King Room<U+2022> Stayed 1 night","7.5","¡°View nice...check-in horrible! Price very high for the hotel room. Useless very large balcony!¡±","<U+B209>We asked for an early check-in...around midday. They were reluctant to do this...or at least commit after several phone calls to them!!!  Normal check-in is after 3pm...which is very late!!!!  However when I arrived at 11.15am...the check-in queue was very long...it took 40 minutes!!!! They did allow us to check in at midday...but so why were so many people checking-in when they clearly stated on the phone several times that check-in was after 3pm????The balcony is about half the size of the room and is totally empty of any furniture,....why is this ....such a waste of space!!!!<U+B207>The view from the windowStayed in November 2017"
"631","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Premier King Harbor View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Simply the best¡±","<U+B207>Everything as soon as we arrived everything was perfectStayed in October 2017"
"632","Belgium","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Special Offer - Deluxe King City View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°I loved the swimming pool :) Worth the money!¡±","<U+B207>I loved the swimming pool :) Worth the money!Stayed in November 2017"
"633","Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King City View Room <U+2022> Stayed 1 night","10","¡°Booking a night at Marina Bay is like booking a tour in the...¡±","<U+B207>Booking a night at Marina Bay is like booking a tour in the city. For me it was like an experience. A great one.Stayed in October 2017"
"634","Turkey","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night","8.3","¡°The location and staff are great.¡±","<U+B209>I was expecting the rooms to be more luxurious as it is a really expensive hotel.<U+B207>The location and staff are great. Wi-fi works pretty well. The pool is once in a life time experience.Stayed in October 2017"
"635","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Beautiful hotel, with beautiful views¡±","<U+B207>The room was spectacular. The view was amazing (we were on the 32 floor) and the room itself was huge. And I cana<U+0080><U+0099>t forget the infinity pool on the top floor. Ia<U+0080><U+0099>ve never felt so luxurious in my life. We stayed for one night as the rooms are quite expensive but we couldna<U+0080><U+0099>t miss staying here. And we regret nothing. I would 100% recommend this hotel to anyone, even if you just indulge for one night, like us.Stayed in November 2017"
"636","United Kingdom","<U+2022> Family with young children<U+2022> Special Offer - Premier Twin City View Room<U+2022> Stayed 3 nights","7.5","¡°nice to stay¡±","<U+B209>hotel<U+B207>nice to stayStayed in November 2017"
"637","Germany","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Twin Room<U+2022> Stayed 1 night","9.2","¡°Best location connected with the best pool in town or asia¡±","<U+B207>The pool just amazingStayed in October 2017"
"638","Spain","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Awesome view from the pool¡±","<U+B207>Awesome view from the poolStayed in November 2017"
"639","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Beautiful hotel, very friendly staff, exceptional service¡±","<U+B207>Beautiful hotel, very friendly staff, exceptional serviceStayed in November 2017"
"640","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Grand Club King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Sands bucket list stay¡±","<U+B209>To laege<U+B207>The whole experien eStayed in November 2017"
"641","Singapore","<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°I found there is few red ants in my room.¡±","<U+B209>I found there is few red ants in my room.Stayed in November 2017"
"642","Italy","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Infinity Pool and Eliminate SkyView¡±","<U+B207>Infinity Pool and Eliminate SkyViewStayed in November 2017"
"643","Hungary","<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 1 night","10","¡°bucketlist place¡±","<U+B207>amazing experience the pool is as great as you can imagineStayed in October 2017"
"644","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> The Club Room King City View<U+2022> Stayed 4 nights","8.8","¡°Very good¡±","<U+B209>Lifts to few and too small far too long hanging around<U+B207>Quality of premisesStayed in November 2017"
"645","Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Deluxe King Sky View<U+2022> Stayed 2 nights","10","¡°It was brilliant, like staying in paradise - shops, restaurants, casino, killer views from pool/room¡±","<U+B207>The pool is amazing, really worth it. I was reluctant to stay due to some reviews, obviously this is not a boutique hotel! I think it's really worth it!Stayed in November 2017"
"646","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Harbor View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°Fantastic building with amazing views, sadly let down by its vastness and huge number of guests.¡±","<U+B209>The Hotel is huge, very, very busy and very impersonal. Queuing for a lift to get to our room. The swimming pool area is cramped and noisy which we found disappointing. I am pleased we stayed but will not stay there next time we are in Singapore.<U+B207>Fantastic iconic building with amazing views. Fabulous room.Stayed in November 2017"
"647","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°excelent perfect¡±","<U+B209>what i didnt like is to go back home here in philippines i miss already singpore i left my heart in singapore<U+B207>i like the family room i hope we can come back there soon i really really miss singapore i love singapore and thank you booking.com for booking my hotel with no hassle..Stayed in November 2017"
"648","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Fantastic¡±","<U+B209>Automatic billing if you remove anything from the fridge.Stayed in November 2017"
"649","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°Enjoyable and valuable stay¡±","<U+B209>Nothing<U+B207>Fantastic view from swimming pool but a bit coldStayed in November 2017"
"650","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night","10","¡°Best place to stay in Singapore¡±","<U+B209>Leaving.<U+B207>Second time staying at Marina Bay Sands and the staff were excellent as per usual. They went out of their way to assist us. The hotel is by far the best place to stay in comfort and luxury. Can't say anymore about it except we will be back!Stayed in November 2017"
"651","Vietnam","<U+2022> Business trip<U+2022> Couple<U+2022> 3 rooms<U+2022> Stayed 4 nights","9.6","¡°Great and worthy¡±","<U+B207>The decor by towel that your staff/room service left in room was so nice and funny, I love itStayed in November 2017"
"652","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 2 nights","7.5","¡°Pleasant experience overall, but didn't feel 100% welcome¡±","<U+B209>Total absence of lounge/armchairs to relax for early arrivals. This sounds very awkward for a 5 star resort.<U+B207>Room was amazingly comfortableStayed in November 2017"
"653","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Deluxe King Sky View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°overall my children enjoyed the room view and the pool of course.¡±","<U+B209>adult key card does not work in lift, atleast 3 occassions i have to call my  wife from room to fetch me.Stayed in November 2017"
"654","New Zealand","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Sky View<U+2022> Stayed 2 nights","9.6","¡°bucket list experience¡±","<U+B209>nothing, it is pricey but it was a special treat.<U+B207>loved the location and the food was incredible everything we tried was amazing including the cocktails which were a decent size as well.Stayed in October 2017"
"655","Germany","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.7","¡°Nice Hotel if you keen to relax at the infinity pool which...¡±","<U+B209>You would expect more for the price you are paying<U+B207>Nice Hotel if you keen to relax at the infinity pool which is growdy but beautiful. Rooms are ok and location is good. Stuff is really nice !Stayed in November 2017"
"656","USA","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night","9.6","¡°Breathtaking views, the trip of a lifetime.¡±","<U+B207>The poolStayed in October 2017"
"657","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night","10","¡°Amazing¡±","<U+B209>Nothing. It exceeded our expectations<U+B207>Despite being such a big hotel, the service was personal and friendly. The room was extremely comfortable, and the views amazing. The Sky Park is the main attraction of the hotel itself, and didn't disappoint. The pool area was amazing. The area around the hotel was beautiful. A worthwhile 1 night layover, although we wish we could have stayed longer. We would stay here again.Stayed in October 2017"
"658","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Premier Twin City View Room<U+2022> Stayed 3 nights","10","¡°Stunning hotel, pool and location. Worth every penny.¡±","<U+B209>Nothing it was all excellent.<U+B207>Stunning hotel in a fab location to see the whole of Singapore. The staff were excellent and were always on hand. The pool is quite simply probably one of the best in the World. Treat yourself it is worth every penny to sat at this hotel.Stayed in October 2017"
"659","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night","7.1","¡°Recommend staying only one night for the swimming pool and the views.¡±","<U+B209>Although it is a 5* hotel I didn't feel treated as I felt on the majority of 5* hotels I've stayed at, the staff seems like it's rushing people (which is understandable due to the hotel size and number of guests). The rooms were ok. When we got moved to a different room they gave us  a 2 single bed room instead of a 1 king size bed. Very expensive breakfast if you didn't book it in advanced!<U+B207>It's a really nice hotel, awesome swimming pool, recommend staying at least 1 night, no more than that though. We had some problems in our room and the staff promptly came to check them out and try to fix them, moving us to a different room when they were not able to fix it.Stayed in November 2017"
"660","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Nice rooms but a lot of people going and coming in the lobbies, restaurants, disco, and bars.¡±","<U+B209>Too many party goers,<U+B207>Views, dining.Stayed in November 2017"
"661","Belgium","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°It was the most memorable stay - the presidents suit is cannot be matched¡±","<U+B209>Nothing J<U+B207>Everything JStayed in November 2017"
"662","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier King City View Room <U+2022> Stayed 2 nights","8.8","¡°All around an experience not to be missed - if you can afford it!¡±","<U+B209>One piece of advice is if you want to take in the view over a drink, avoid the trendy and popular bar on the 57 floor next to the pool, and go down to the 55th floor.  Or just get one whilst you are lying back on your pool lounge after a dip.  My only other criticism is that it is all a little impersonal, but I guess 2500 rooms will have that effect.<U+B207>The MBS is a luxury hotel with a fantastic swimming pool with a view.  The room and facilities were great.  Next door there is a convention centre/shopping mall with good eating options and on the other side is ""Gardens by the Bay'.  It is a bit away from Singapore proper, but taxis are cheap and  it is is also serviced by the very efficient Singapore MRT (underground).Stayed in October 2017"
"663","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> The Grand Club King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Definitely a bucket list destination! You wona<U+0080><U+0099>t be dissapointed!¡±","<U+B209>The pool is a bit cold so thata<U+0080><U+0099>s the only down side. But for those views who cares!<U+B207>We stayed in the grand club room with our two small children. Ita<U+0080><U+0099>s was excellent. Such a huge room and they made sure we had a balcony and sofa bed for the kids. The club benefits of breakfast and evening canap<U+00C3><U+00A9>s and drinks were fantastic. We even borrowed a hotel pram so we didna<U+0080><U+0099>t have to bring one. Fantastic location and service. Will definitely stay again.Stayed in November 2017"
"664","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> The Club Room King City View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°hotel is good but the dont give breakfast for kid the give charge for breakfast¡±","<U+B209>pillo is not like yhe pillo is very hard is not soft<U+B207>rooms were goodStayed in November 2017"
"665","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Premier Twin Room (3 Persons)<U+2022> Stayed 3 nights","9.6","¡°Amazing¡±","<U+B209>Food poisoning from the chicken strips on the room service menu.<U+B207>Amazing hotel, don't need to leave the place due to everything being there... shopping, restaurants, swimming, the view. The staff are lovely and the housekeeping is impeccable.Stayed in October 2017"
"666","Ukraine","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Premier King Sky View<U+2022> Stayed 2 nights","8.3","¡°Awesome view and location.¡±","<U+B209>Got food poisoning in hotel's Spago restaurant.<U+B207>Awesome view and location.Stayed in November 2017"
"667","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Twin Room<U+2022> Stayed 2 nights","9.2","¡°hole stay just great¡±","<U+B209>nothing<U+B207>hole stay just greatStayed in October 2017"
"668","Indonesia","<U+2022> Business trip<U+2022> Family with young children<U+2022> The Club Room King City View<U+2022> Stayed 3 nights","10","¡°We love our stay¡±","<U+B209>It would be great if club room guests who travel with baby, could be provided with bottle steriliser in the room.<U+B207>All staff especially at the club lounge attend to our need very well and very friendly toward our 20 month old baby.Stayed in October 2017"
"669","Germany","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Sky View (3 Persons)<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°infinity pool ¡±","<U+B209>breakfast <U+B207>infinity pool Stayed in October 2017"
"670","Saudi Arabia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Best swimming pool and loung at rooftop ever seen¡±","<U+B209>Many people and too many lefts confusing me<U+B207>RooftopStayed in November 2017"
"671","Belgium","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Suite City View (3 Persons)<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","10","¡°Superb views from a top location!¡±","<U+B207>Superb view, top quality in service, and location. Helpfull staff. Suites are really spacious. Big hotel but never noisy are disturbingStayed in November 2017"
"672","Hungary","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night","9.6","¡°Amazing place.¡±","<U+B207>everythingStayed in October 2017"
"673","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room (3 Persons)<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Infinity pool views are amazing.¡±","<U+B207>Infinity pool views are amazing. Easy to get to the Gardens by the Bay and the marina area.Stayed in November 2017"
"674","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier King Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Beds were comfy¡±","<U+B207>Beds were comfyStayed in October 2017"
"675","Russia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night","7.9","¡°Significant hotel.¡±","<U+B209>1. Very dirty pool! A lot stuff swimming there with you. Guests eating directly in pool and as a result food, napkins and something else occur in water. Also pool dont work 24h. 2. Another dissatisfaction is check-in and check-out. Check-in at 15, and checkout in 11.  This is strange for me. 3. Lobby doesn`t contain any seats4. Navigation in hotel complex may be better<U+B207>Significant hotel. Must visit at least once!Stayed in October 2017"
"676","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Good property¡±","<U+B209>Food<U+B207>Swimming poolStayed in October 2017"
"677","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Premier King City View Room <U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.2","¡°Amazing place but very expensive¡±","<U+B209>Expensive.    $10 for an ice at the pool is ridiculous<U+B207>Beautiful buildingStayed in November 2017"
"678","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Amazing¡±","<U+B209>Price, any chance it can be cheaper?<U+B207>Pool viewsGood bathroomGood bedroomStayed in October 2017"
"679","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night","10","¡°Fantastic, luxurious, worth it¡±","<U+B207>Our one night at this amazing venue was a once in a lifetime experience for me and my mum.  A luxury treat after 2 weeks roughing it in India.  Fantastic.  Worth the memoryStayed in November 2017"
"680","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Club Room King City View<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","10","¡°Great hotel a must if visiting Singapore¡±","<U+B209>Nothing<U+B207>We visited as part of our honeymoon and loved everything about the hotel, we had a club room and with that afternoon tea and free flow and canap<U+00C3><U+00A9>s from 5-7 wea<U+0080><U+0099>re in and both were great!!city view room on 36th floor the view was incredible and the room itself was fabulousStayed in October 2017"
"681","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Grand Club King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Great location and infinity pool is amazing¡±","<U+B209>We went to their rooftop restaurant ce la vie and somehow the waiter misheard our order. We ended up eating our mains separately with a significant gap in between however were given one free glass of wine to compensate.<U+B207>The staff were so extremely helpful in the hotelStayed in November 2017"
"682","Vietnam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 2 nights","5.4","¡°A shame for the travel industrie to stay!!!¡±","<U+B209>It's a bit a disappointing staying 3D2N to see how the really take care about customer service. Our room had 2 broken doors of the wardrobe an d fridge, not really annoying but we needed to report it after we checked in as we did by the reception desk I noticed that the air-condition had a really annoying tick sound as the fan was jamming to something and as I'm worried that little son couldn't sleep. We shared this at the front desk, they promised that they will send someone and that it will be fixed as we arrived quite late from our dinner that evening we noticed it was not solved, I went again to the reception desk to report and the wanted to send someone right away but I shared let's do it tomorrow as my son is sleeping right now as it's to late!The next day we went out the whole day and coming back late  evening and it's still not solved, everything we reported!I went down to reception desk to complain, how was it possible a company what is branding themselves to have a now worry stay.We have arranged a late check out as we went to the swimming pole on the top floor, amazing view by the way coming back to our room we discovered that we can't open the door. Making a call in hallway to the reception, they forgot to put the roomkeycard for late checkout as the receptionist is sharing with me. Standing an waiting for a 1/2 hour in our swimming suites in the hallway waiting for security, security come and ask if we can identify our self, I said I can't because we went upstairs for swimming and our paspport are in the safe of the room. He keep repeating I should identify myself otherswise he can't open the door, what an idiot is this. I need to get angry at him to open my door directly and I will open the safe and get my pasport, what a kind of friendly service is this beside of being understandable in this situation, by just annoying me. With out any apologize he left!!Stayed in October 2017"
"683","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°An expensive splurge you shouldna<U+0080><U+0099>t miss.¡±","<U+B209>Very pricey<U+B207>Infinity pool on 57th floor overlooking the Singapore skyline.Stayed in November 2017"
"684","New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°Spend one night here and enjoy the pool then stay in a better more friendly hotel for half thre price ¡±","<U+B209>The room<U+B207>The roof top poolStayed in October 2017"
"685","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Harbor View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","6.7","¡°Great Pool, Overpriced, Rude Arrogant Spago Staff¡±","<U+B209>Rude arrogant restaurant staff especially Spago. Very overpriced when the main attraction is the pool which is like getting in and out of a jail. You pay top dollar and you get treated like an invader if you forget your key when you go to the pool. We left our key in the pool area and wea<U+0080><U+0099>rent able to in. We had 2 kids under 2, a pram, many bags and we got turned away. The staff arena<U+0080><U+0099>t able to understand, computer says no type service.<U+B207>Go there for the poolStayed in October 2017"
"686","Netherlands","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King City View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°swimmingpool¡±","<U+B209>Not the room we wanted for our family, the room was too small with one bed for 4 people<U+B207>swimmingpoolStayed in October 2017"
"687","USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King City View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Beautiful views are basically what your paying for and location, Ia<U+0080><U+0099>ve stayed at cheaper hotels¡±","<U+B209>Didna<U+0080><U+0099>t like that Trasportation wasna<U+0080><U+0099>t provided especially the cost of the room, not to mention the cost of breakfast was ridiculous with limited options...<U+B207>I loved the Infinity pool, and the view from my room...Stayed in October 2017"
"688","India","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Grand Club King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Everything was upto the mark loved the stay the only drawback was vegetarian food is very limited¡±","<U+B209>Breakfast was continental vegetarian option was very less .<U+B207>The view from the room was beautiful loved it .Stayed in November 2017"
"689","South Korea","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin City View Room <U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Awesome¡±","<U+B209>Nothing. If there is a bad point,,, maybe the price could be..<U+B207>The bed was so great and comfortable. Also I really liked when I went out the airconditioner was still operated. The weather was quite hot in Singapore. So when I came back to the room I felt so fresh and comfortable. The infinity pool of Marina Bay Sands was awesome I ever seen. I really enjoyed good time at there.Stayed in October 2017"
"690","Peru","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Sky View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°To many people in the hotel.¡±","<U+B209>To many people in the hotel.Stayed in November 2017"
"691","Switzerland","<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night","6.7","¡°It was o.¡±","<U+B209>It was o.k. but a little more courtesy (reception pople) and less amusement park atmosphere would add to the improvment.Stayed in October 2017"
"692","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°First stay at Marina Bay Sands, but it wona<U+0080><U+0099>t be the last¡±","<U+B209>Took an age to check out, the hotel requested an exorbitant amount of money for a spare bed for my 11 year old daughter even though it was requested in the original booking.<U+B207>The swimming pool was excellent, the room facilities were good. Short taxi ride to the airport. The hotel staff were very helpful, friendly and professional at all times, an asset to the hotel.  Due to the shopping facilities and casino everything was centralised and there was no need to leave the hotel facilities.  Recommend the food court if your on a budget excellent quality food.Stayed in October 2017"
"693","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Grand Club King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Good view kind staff and clean¡±","<U+B209>Room service is not tasty<U+B207>Good view kind staff and cleanStayed in November 2017"
"694","Turkey","<U+2022> Couple<U+2022> Premier King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","3.8","¡°Location¡±","<U+B209>Hotel service<U+B207>LocationStayed in November 2017"
"695","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°Overall amazing hotel and experience with swimming in the...¡±","<U+B209>Overall amazing hotel and experience with swimming in the infinity pool. I felt a bit lied too about the room and the receptionist was up selling the room. When I booked through booking.com it didna<U+0080><U+0099>t mention anything about rooms with views but when we got there I was told I would be on the 9th floor with no views. Ita<U+0080><U+0099>s a very expensive hotel And wanted to enjoy it so had to make double to get a room with the view. I wonder how many people they do this too!<U+B207>Overall amazing hotel and experience with swimming in the infinity pool. I felt a bit lied too about the room and the receptionist was up selling the room. When I booked through booking.com it didna<U+0080><U+0099>t mention anything about rooms with views but when we got there I was told I would be on the 9th floor with no views. Ita<U+0080><U+0099>s a very expensive hotel And wanted to enjoy it so had to make double to get a room with the view. I wonder how many people they do this too!Stayed in November 2017"
"696","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Beautiful stay you have to do once in your life¡±","<U+B209>The 17 percent added tax rate on top of published prices.<U+B207>Excellent friendly service, large room with great facilities.Stayed in November 2017"
"697","Brazil","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room (3 Persons) <U+2022> Stayed 1 night","9.6","¡°the best!¡±","<U+B207>the best!!!Stayed in October 2017"
"698","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°Great stop over¡±","<U+B209>That you weren't advised that you couldn't use the pool the day of checkout.  Maybe would be nice if in 1 pool no selfies allowed.  The endless selfies ruined the experience if swimming in the pools.<U+B207>The pool was amazing.  Best at 7am before it got busy.  Staff were very very friendly and helpfulStayed in October 2017"
"699","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> The Grand Club King Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Unbelievable. Amazing hotel. Highest standard in every regard!¡±","<U+B207>Huge rooms, highest standard! Pool is amazing!Stayed in November 2017"
