"","nationality","tags","score","content","content_detail"
"558","Thailand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights","7.5","¡°A Pleasant Stay¡±","<U+B198>Booking through booking.com did not earn me the Le Club Accor Points<U+B200>EverythingStayed in May 2017"
"559","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.9","¡°Nil¡±","<U+B198>Nil<U+B200>NilStayed in May 2017"
"560","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°Comfortable like home¡±","<U+B198>Na<U+B200>The staff - friendly - mr siokStayed in May 2017"
"561","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","9.2","¡°Value for money¡±","<U+B198>Bed small. Shower head broken in bathroom. AC temp not adjustable.<U+B200>Breakfast options good. Location close to many tourist spotsStayed in May 2017"
"562","Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights","7.5","¡°Nice hotel¡±","<U+B198>Small RoomAmenities must be asked for .. not present in the bathroom<U+B200>BreakfastLocationComfortStayed in May 2017"
"563","Brunei Darussalam","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°I'm happy for where I stay .¡±","<U+B200>The hotel friendly and I like most when I travel alone or with family , I need a place which the hotel could provide DIY laundry for to do all my clothes when I travel overseas .Stayed in May 2017"
"564","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 4 nights","10","¡°A clean, modern comfortable hotel with the best LOCATION !!¡±","<U+B198>Only the layout of the cupboard as my friend is short and couldn't reach to put things up in the shelves at top<U+B200>The location was the best we walked to most places around Singapore only caught the train to Sentosa Island and took a train trip all around the Island.Stayed in May 2017"
"565","Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","5.0","¡°Ok¡±","<U+B198>It was okStayed in May 2017"
"566","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 1 night","8.3","¡°Good¡±","<U+B198>We had a room beside the elevator, a little bit noisy<U+B200>Comfortable beds and good staffStayed in April 2017"
"567","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Value for money.¡±","<U+B198>The room did not have enough space to put luggage. The bathroom did not have counter to put the toiletries.<U+B200>The bed was very comfortable. The room was clean and tidy. It was easy to go places from the hotel. The staff were very friendly. The checkin and checkout service at reception was quick and easy. I will recommend this hotel to family and friends.Stayed in May 2017"
"568","India","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","8.3","¡°Great location¡±","<U+B198>There is no gym on site. The food taste is below averageStayed in May 2017"
"569","Vietnam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°Nice hotel¡±","<U+B198>Room is so small, :)<U+B200>Room is clean. Hotel is a good location. Staff is friendly.Stayed in April 2017"
"570","India","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 15 nights<U+2022> Submitted via mobile","10","¡°The staff were exceptional.¡±","<U+B200>The staff were exceptional. The hotel and staff went out of theor way to helpStayed in May 2017"
"571","Japan","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","8.8","¡°The restaurant¡±","<U+B198>The toilet doesn't have bidet ,   In the street there is people offering massage and it could be annoying<U+B200>The restaurantStayed in May 2017"
"572","Germany","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Good hotel for a city trip¡±","<U+B198>Nothing really (Always considering the incredible expensive hotel prices in Singapore and the room rates of this Ibis hotel of course)<U+B200>Good value for money, especially considering that breakfast was included in our rate. Breakfast was way better than we expected, many different cuisines offered - from Western croissants and jam to Indian vegetable curry. Not too far away from the bay area, you can easily walk there within 30 Minutes (many shopping centres along the way). Supermarket next to the hotel entrance. Room is more spacious than we expected, it was possible to open our two Rimowa suitcases on the floor without them being in the way.Stayed in April 2017"
"573","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Amazing breakfast.¡±","<U+B198>Shower head was broken in the bathroom. Laundry and drier for 8$ wastoo costly.<U+B200>Amazing breakfast. Lots of option.Good start for the day. Very close to little India. So could get Indian food for my toddler every timeStayed in May 2017"
"574","Indonesia","<U+2022> Business trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°Vegetarian food options could have been better¡±","<U+B198>Vegetarian food options could have been betterStayed in May 2017"
"575","USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","9.2","¡°Our stay at the Ibis Bencoolen was such a centralized area to be at.¡±","<U+B200>Our waitress was great. The hamburger I had was more than enough.Stayed in May 2017"
"576","United Kingdom","<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","7.9","¡°Friendly helpful staff and a good location.¡±","<U+B198>No fresh coffee in the breakfast room. No fresh fruit juices at the bar, only bottled ones.<U+B200>Staff were very helpful and friendly. Cleaning staff too.Stayed in May 2017"
"577","Malaysia","<U+2022> Family with young children<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°1. Surround area with many foods court / stalls and...¡±","<U+B200>1. Surround area with many foods court / stalls and walking distance is near.2. Car parking is good thatbwothin the hotel area, but security is weak with less CCTV provide at car park area.3. Public toilet shall not provide card access due to guest need to be use while waiting for us at the lobby.Stayed in May 2017"
"578","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Close to university.¡±","<U+B200>Close to university. Walked to Orchard Road. Bugis train stop comfortable walk through markets which we would not have found if we had stayed elsewhere.Stayed in May 2017"
"579","Philippines","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Their Hospitality room and baggage counter¡±","<U+B198>No pool<U+B200>Their Hospitality room and baggage counterStayed in May 2017"
"580","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights","8.3","¡°Rather pleasant without being extravagant¡±","<U+B198>Maybe could do with a bit more wardrobe/hanger space<U+B200>proximity to the Middle Rd/Bencoolen St precinct. Staff were friendly. Reasonably clean with all of the basic facilities.Stayed in April 2017"
"581","France","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night","7.5","¡°came from travelling for 40hours due to delays and crashed...¡±","<U+B198>Nothing<U+B200>came from travelling for 40hours due to delays and crashed out in their v comfortable bed and slept until 8.30 the next morning!!Stayed in April 2017"
"582","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 5 nights","8.8","¡°The handy phone, accessibility of public transport, close to...¡±","<U+B198>small room.<U+B200>The handy phone, accessibility of public transport, close to shops and restaurants, friendly staffStayed in May 2017"
"583","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights","7.1","¡°Good hotel, strategic location¡±","<U+B198>nothing i did not like<U+B200>Good staff, good serviceStayed in April 2017"
"584","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","4.2","¡°Cleanliness of room disgusting! Management don't care.¡±","<U+B198>I was NOT impressed that there was a used toothbrush left in.the bathroom which was supposed to have been cleaned prior to us arriving. Even more upsetting was that nothing was done about the toothbrush and no managerial staff had the decency to speak with us after I reported my disgust to reception staff.<U+B200>LocationStayed in May 2017"
"585","Bangladesh","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Submitted via mobile","7.1","¡°Good hotel¡±","<U+B198>Amenities are not provided; those are available upon request<U+B200>Cleanliness & the lifts. Also the drinking water info"
"586","India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","6.3","¡°Location of hotel is very good.¡±","<U+B198>Cleanliness was very poor. Water was stagnated in my washroom basin and no effort was taken to rectify it.<U+B200>Location of hotel is very good. Very convenient to commute from the hotel.Stayed in April 2017"
"587","New Zealand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","3.8","¡°The whole experience was poor.¡±","<U+B198>The whole experience was poor. Will not be returning.Stayed in April 2017"
"588","Singapore","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Small rooms¡±","<U+B198>Small roomsStayed in April 2017"
"589","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 4 nights","8.8","¡°A nice hotel for a quiet stay with comfort.¡±","<U+B198>Restaurant does not have a good spread for pure vegetarians like me.<U+B200>Comfy beds.Friendly staff , efficient & quick response.They sent me Birthday Cake with a greeting card, on my birthday. That was a generous act on the part of the Hotel Management.Sumptuous breakfast. Good spread including Indian varieties.Ease of public transport. Bus stop in the doorsteps.Stayed in April 2017"
"590","Indonesia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Excelent stay, value for money¡±","<U+B198>None about it<U+B200>Every body were soooo nice and helpfullLocation si greatNear to minimarketThey do have smoking n non smoking roomThe room is big enoughStayed in April 2017"
"591","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights","7.9","¡°A nice hotel for a quiet stay with comfort.¡±","<U+B198>No restaurants of multi cuisine spread. There is only one restaurant with limited menu options.No particular arrangements for vegetarian people for dining.No coffee maker machine.Clothing hangers : cannot be used for trousers.<U+B200>Sumptuous breakfast.Tea / coffee making facilities. Fridge.Overall speed of service.Stayed in April 2017"
"592","Brunei Darussalam","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","7.1","¡°The check-in counter was attentive and efficient.¡±","<U+B198>No bar soap in bathroom.Shampoo dispenser requires some squeezing power so not suitable for weak or artheritic finger.The toilet roll kept popping off from the holder when use and sited awkwardly.<U+B200>The check-in counter was attentive and efficient. Aircond was cold. Bugis junction mall within 300m shop, eat, and mrt station.Stayed in April 2017"
"593","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights","7.9","¡°Thumbs up!¡±","<U+B198>They should have volume discount  - we occupied 4 rooms for 3 nights, suggest to give discounts esp that we have 2 senior citizens with us. More so, breakfast and taxes are not included in the rates.<U+B200>The location.  It is very accessible to the destinations. Staff were friendly.Stayed in April 2017"
"594","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 4 nights","8.3","¡°home away from home¡±","<U+B198>Nothing to dislike<U+B200>StaffStayed in April 2017"
"595","Canada","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°IBIS 2 thumbs up¡±","<U+B198>none so far<U+B200>very convenient locationStayed in April 2017"
"596","United Arab Emirates","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights","10","¡°I love the location! it's very near to Bugis Street, MRT / bus station and hawkers centres!¡±","<U+B200>location, excellent serviceStayed in April 2017"
"597","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Comfort and quietness in great location¡±","<U+B198>Nothing, for this price range, perfect.<U+B200>This is a great middle range hotel. If you want a reasonable price and somewhere that is quiet, modern, comfortable and clean this is it. it does not have fancy accessories or features, but that just makes for good value. Room is good size, bathroom has essentials. Restaurant downstairs has good range for easy dining options.Stayed in April 2017"
"598","Thailand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","6.7","¡°Nice¡±","<U+B198>No comment<U+B200>NiceStayed in April 2017"
"599","Brunei Darussalam","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Friendly staff.¡±","<U+B200>Friendly staff. Checking in and out was easy and quick. Room was clean, comfortable and quietStayed in April 2017"
"600","Indonesia","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights","10","¡°Comfy hotel for smoker¡±","<U+B200>comfy bed comfy roomStayed in April 2017"
"601","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Excellent hotel¡±","<U+B209>I can found the answer<U+B207>Excellent room dan restroomStayed in April 2017"
"602","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Good sized room¡±","<U+B209>No pool<U+B207>Good sized roomStayed in March 2017"
"603","Brunei Darussalam","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night","8.3","¡°I am happy for this stay. frony desk service is also excellent¡±","<U+B209>There is no slipper in the room provided.<U+B207>I like the shopping around the area, Taxi facility is excellent.Staffs are friendly and helpful. The bed is comfort.Stayed in April 2017"
"604","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°All was good .¡±","<U+B207>All was good . My preferred place to stay in SingaporeStayed in April 2017"
"605","French Polynesia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night","6.7","¡°the breakfast, the wii fi, close to MRT and main attractions¡±","<U+B209>the room was not well cleaned. hair on the table<U+B207>the breakfast, the wii fi, close to MRT and main attractionsStayed in April 2017"
"606","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 4 nights","9.2","¡°Such a pleasant stay!¡±","<U+B209>None<U+B207>Such a pleasant stay!!!!.. We (my 8 yo and I) stayed here for 4 nights and we were really satisfied with the hospitality. the staffs were so friendly and full of smile. the self laundry service and Ice dispenser were ROCK!Stayed in April 2017"
"607","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","5.0","¡°Location and the bed.¡±","<U+B209>No water in the room. Towels ate not changed daily. No personnel to help us with our luggage. <U+B207>Location and the bed. Stayed in April 2017"
"608","Singapore","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Value for money.¡±","<U+B209>No pool to dip in on a hot day. Small TV but it's ok.<U+B207>Staff's hospitality & services. Nearby shopping & foods. Good public transports.Stayed in April 2017"
"609","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°five star e<U+009F><U+0098><U+0080>¡±","<U+B209>nothing...<U+B207>location....staff good....bed comfy....transport so near...shops and resto..!Stayed in March 2017"
"610","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Bravo, amalzing¡±","<U+B209>The bed is rather small.<U+B207>Near public transportation (mrt)Stayed in March 2017"
"611","Belgium","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Don't book less than 5 days in Singapore¡±","<U+B209>Mhh... Really can't think of anything.<U+B207>Breakfast buffet, altough not included in the price, was offered complimentary and delicious and varied. Staff, especially Sanjay, were incredibly friendly! Exeptionally good price/quality. Super, super location!Stayed in April 2017"
"612","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 9 nights","9.2","¡°Excellent location, excellent staff.¡±","<U+B209>The room was a little on the small side, but we didn't spend much time in there anyway, so it was fine. The only fault I could find was that there wasn't much storage space. A bedside table with a couple of drawers for undies and such would have made the room perfect.<U+B207>The hotel was in the perfect place, close to 3 different MRT stations, a bus stop right outside the door and within walking distance of many attractions, including Orchard Road, Bugis Street and Suntec City. The bed was extremely comfy and the service was excellent. Air conditioning was under our control, so we could turn it up, down or off depending on our required comfort level, this was huge for us as we were so glad that we weren't constantly cold. The food in the restaurant was delicious and reasonably priced in comparison to similar places, but with the most amazing food hall 2 minutes walk away we didn't eat there very much anyway. I would highly recommend this hotel to anybody who wants to see the sights and sounds that make Singapore so unique.Stayed in April 2017"
"613","Abkhazia, a<U+0080><U+008B> Georgia","<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night","3.3","¡°very expensive¡±","<U+B209>very expensiveStayed in April 2017"
"614","Italy","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights","5.0","¡°If you don't have other options...¡±","<U+B209>Very poor breakfast.Very aggressive behaviour by the bar manager (a woman).Very expensive price per night.<U+B207>Location is good. Comfort into the rooms is the usual in IBIS hotels, so you already know what to expect.Stayed in March 2017"
"615","India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","8.3","¡°Memorable stay in Singapore at an awesome hotel¡±","<U+B209>The pillows in the room were too high and I like flatter ones<U+B207>The daily breakfast buffet has excellent choices catering to all tastes .Stayed in April 2017"
"616","Indonesia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Good hotel¡±","<U+B207>Staff was very kind.Stayed in April 2017"
"617","Thailand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights","8.3","¡°Near to MRT station!¡±","<U+B207>Very good location!  Clean bed and bathroom.Stayed in March 2017"
"618","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Great location, very clean and convenient.¡±","<U+B209>A little bit expensive though.<U+B207>Great hospitality from the staffs. The unlimited wifi connection was superb.Stayed in April 2017"
"619","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Worth of money¡±","<U+B209>Nothing<U+B207>Ez link the deposit is too expensive. Must deposit $10 each card. I really like the shower gelStayed in April 2017"
"620","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 8 nights<U+2022> Submitted via mobile","7.1","¡°It was okay but nothing special¡±","<U+B209>Breakfast was boring and dining area too noisy<U+B207>LocationStayed in April 2017"
"621","Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights","9.2","¡°Great location and comfort¡±","<U+B207>If you are just looking for somewhere clean just to sleep and shower this is tops. One of the best pillows and bed I have ever slept in. Close to food and MRT.Stayed in April 2017"
"622","Myanmar","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°Excellent stay at ibis¡±","<U+B209>There is limitation to hang wet towels either in the room or in the bathroom. If the hotel can provide one or two additional clothing racks, that would be great.<U+B207>Location is excellent. The check-in was very fast and my room was ready before 2pm. The hotel is close to many eateries. Albert Hawker Center is the nearest one. 7 Eleven is right next to the hotel. The neighborhood has shopping options like Bugis Junction, Bugis+ and Bugis Street.Stayed in April 2017"
"623","Australia","<U+2022> Business trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°All round s great place to stay¡±","<U+B209>Almost $9 for a cup of coffee that you serve yourself is obscene.<U+B207>Rooms are well setup, staff are lovely, friendly and helpfulStayed in April 2017"
"624","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Twin Room with Extra Benefits<U+2022> Stayed 3 nights","8.8","¡°Great affordable hotel!¡±","<U+B207>They have fast free wifi. On top of that, they have computers available free for clients with printers. We were able to do online check-in and print our boarding passes at the hotel. We were given an upgrade due to the fact that our rooms were not available 15mins after their supposed check-in time. (we like the attention they gave to tired tourists!) Rochor MRT station is a short walk away. In the near future, there'll be a Bencoolen station as well. Bus stop is right at hotel. very convenient locationStayed in April 2017"
"625","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Breakfast.¡±","<U+B207>Breakfast.Stayed in April 2017"
"626","Sri Lanka","<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.7","¡°Hotel was situated in a convenient location.¡±","<U+B209>Basic amenities were not included. Rooms did not have sufficient space.<U+B207>Hotel was situated in a convenient location. Staff were friendly and helpful.Stayed in April 2017"
"627","India","<U+2022> Business trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights","9.2","¡°Value for money hotel in the heart of the city¡±","<U+B209>I did not get a helper to carry my luggage to the room.<U+B207>everything was clean and hygenicStayed in April 2017"
"628","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.5","¡°Good Location¡±","<U+B209>Was disappointed to be staying four nights & having to live out of suitcases. Only shelf was above jug- safe & above wardrobe. Well out of reach for someone 5ft!!! A bedside cabinet with three draws would have been a blessing.<U+B207>Breakfast. We felt not quite up to variety for Europeans. Eg only one yogurtStayed in April 2017"
"629","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","8.3","¡°Rooms adequate size, hotel very handy to subway trains,...¡±","<U+B207>Rooms adequate size, hotel very handy to subway trains, local buses - great location.  Lots of great eating places with only a 2 minute walk.Stayed in April 2017"
"630","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","7.9","¡°Good location. Room small though very clean.¡±","<U+B209>No where to put toiletries in bathroom. No drawers for clothes.No clock.<U+B207>Shower was good. Bed was very comfortable.Stayed in April 2017"
"631","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","10","¡°Bed is super comfy¡±","<U+B209>No space for spare bed for our kid<U+B207>Bed is super comfyStayed in April 2017"
"632","Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 6 nights","8.8","¡°Wonderful efficient staff.¡±","<U+B207>good coffe at breakfast, great staff, magic position between Rochor and Bugis MRt. Staff spent time to check my outward booking with Silk Air they were persistent and the results were positive.Stayed in April 2017"
"633","Mauritius","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights","8.3","¡°Pleasant moment with my mum.¡±","<U+B209>a bit smelly outside and breakfast a bit costly.<U+B207>Location was superb, near the bugis street.Food and shopping nearby, the malls, mrt station, everything nearby..I love the place. Staff was superb especially miho, sanjay. I would thank mohan for arranging a nice taxi for me at the last minute.My mum loves the food for dinner there, extremely tasty..Hats off to the cooking dept..Stayed in March 2017"
"634","United Arab Emirates","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Awesome stay at Ibis Bencoolen¡±","<U+B207>Its Location and in such great standards near Little India.Stayed in March 2017"
"635","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights","7.1","¡°Good place, good location¡±","<U+B209>The room and bathroom were too small.<U+B207>Overall the breakfast buffet was excellent, excellent choices, fresh food, staff very good at keeping up buffet and cleaning dining room. Front desk staff were very helpful and accommodating.Stayed in March 2017"
"636","Philippines","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Comfy Bed is awesome e<U+009F><U+0098><U+008D>¡±","<U+B209>Nothing everything is perfect!<U+B207>Comfy Bed is awesome e<U+009F><U+0098><U+008D>Stayed in April 2017"
"637","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Excellent value for a bed¡±","<U+B209>Very narrow single beds but we didn't spend much time there so it wasn't really an issue. The beds were comfortable but not long enough for my tall son.<U+B207>Toasted sandwich was a yummy late night snack from the Ibis restaurant. The Chocolate cake and ice cream was delicious also but a small serve.Free bamboo bike available from the Ibis for 8 hours to ride around and have a different sightseeing experience was a lovely unexpected bonus.Stayed in April 2017"
"638","New Zealand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights","8.8","¡°excellent location¡±","<U+B209>the bathroom needs good scrub but relatively clean.<U+B207>the receptionist asked me which level that i wanna be was very nice!!! the location is excellent. there are shopping malls and so many places to eat cheap around the bugis station!! easy access to every where. only $20 to the airport.Stayed in March 2017"
"639","Malaysia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°The air conditioner no cold¡±","<U+B207>The air conditioner no coldStayed in April 2017"
"640","Indonesia","<U+2022> Family with young children<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","6.7","¡°Ibis hotel bencoolen is very clean and near to go somewhere¡±","<U+B209>The room is so small<U+B207>Ibis hotel bencoolen is very clean and near to go somewhereStayed in April 2017"
"641","Thailand","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 1 night","8.8","¡°Value for money and great location.¡±","<U+B209>Single bed is quite small. Walls are too thin, I can hear room next door talking very loud at late night.<U+B207>Good location. Convenience store and lots of restaurant are nearby. Bus stop is in front of the hotel. Easy access to tourist attraction.Stayed in April 2017"
"642","Vietnam","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 4 nights","7.1","¡°The cost is high.¡±","<U+B207>The cost is high.Hotel is OKStayed in April 2017"
