"","nationality","tags","score","content","content_detail"
"576","Denmark","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","8.8","¡°Appropriate location close to airport and city center.¡±","<U+B198>Rather noisy with busy roads all around. But quite nice with no high rise buildings closing in on you.Lobby a little on the small side.<U+B200>Friendly staff, nice room. Within walking distance from tourist center(s).Stayed in April 2017"
"577","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights","9.2","¡°relaxing¡±","<U+B198>7% service charge added that was not advised prior to booking<U+B200>free usage of handy phone with unlimited wifi and calls overseasStayed in April 2017"
"578","Thailand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Outside¡±","<U+B200>OutsideStayed in May 2017"
"579","Sri Lanka","<U+2022> Business trip<U+2022> People with friends<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Staff and location.¡±","<U+B200>Staff and location.Even thigh i was told that ism getting two hours late check out i only got one hour.Stayed in May 2017"
"580","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Convenient and comfortable n pleasant¡±","<U+B198>Appreciate minimal charges for upgrades for regular customers<U+B200>Late checkout..n upgradesStayed in May 2017"
"581","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Super comfy bed! High quality stay.¡±","<U+B198>None. All is good ;)<U+B200>I love the super comfy bed!!! The staff even offered us a free upgrade to premier room. Overall an excellent staying experience here.Stayed in May 2017"
"582","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Good value for money¡±","<U+B200>Good value for moneyStayed in May 2017"
"583","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","7.9","¡°Good stay , great location¡±","<U+B198>The front desk was not very efficient<U+B200>The rooms were clean , good sized and there is a taxi stand in the hotel which is very helpful for commute from the hotel. Food is expensive in the hotel , but there are plenty of options to eat around the hotel. Flyer is walk-able distance from the hotel , so are shopping options. Visit haji lane in the night for a local experience.Stayed in April 2017"
"584","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°Good location.¡±","<U+B198>Breakfast was extortionate. Lovely cafes over the road. <U+B200>Good location. 35mins on MRT from airport to Bugis. Big pool area. Free use of tablet to explore SingaporeStayed in April 2017"
"585","Singapore","<U+2022> Business trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.2","¡°e<U+009F><U+0091><U+008C>¡±","<U+B198>No smoking room<U+B200>The location was greatStayed in April 2017"
"586","Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","5.4","¡°Fair stay and last¡±","<U+B198>The overall hotel is dated and old, even the carpet smells, a renovation or refurbishment shall fix all the issues. There is no complete basic toiletries provided eg: shower cap, body lotion, cotton buds, and mineral water were only two. However if you ring them up, the housekeeping will be delighted to send over max. of extra two mineral water and also body lotion. For a facilities like this, we would expect a lower price.<U+B200>Their location is near to Bugis MRT station, the concierge service was polite and friendly. Helpful with our luggage and send-offs.Stayed in May 2017"
"587","Spain","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.8","¡°Most of the rooms face a wall¡±","<U+B198>Women at reception are not really kind. Wouldn't ask for a restaurant suggestion, for instance <U+B200>Booking should be clearer abour the features of the rooms, and in particular, the fact that they face a rear wall of another buildingStayed in May 2017"
"588","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","8.3","¡°There was a problem with my check-in and we had to wait for...¡±","<U+B198>Long waiting time during check-in and check out.<U+B200>There was a problem with my check-in and we had to wait for close to an hour but we were given a better room as compensation.Stayed in April 2017"
"589","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","7.1","¡°reasonably good hotel¡±","<U+B198>bathroom is not very good. I cannot find shampoo and body wash. Only soap.<U+B200>the bed is comfortable. room is big.Stayed in May 2017"
"590","New Zealand","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","7.5","¡°Just got home and found I have been charged the full amount...¡±","<U+B198>Just got home and found I have been charged the full amount on my credit card  My friend and I gave both our credit cards over so the accommodation cost could be shared between us.  It will be interesting to see if I can get a reply to my email to them!Stayed in April 2017"
"591","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","10","¡°Great concierge - fantastic service for me and my family¡±","<U+B200>Great concierge - fantastic service for me and my familyStayed in May 2017"
"592","Thailand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","7.5","¡°good location.¡±","<U+B198>the perfume they used especially in the lobby. the smell is too strong.<U+B200>good location. value for money. Hotel is quite old but cleanStayed in May 2017"
"593","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","7.9","¡°The bed was comfortable!¡±","<U+B198>Check in was a little tedious and slow and at 4pm I was told that the room needed another 15mins. Upon pointing out that it was 1 hour post official check in time and that the room should be ready now, we received a complimentary room upgrade to a Deluxe room - so good service recovery.<U+B200>The bed was comfortable!Stayed in May 2017"
"594","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Nice room, comfy bed and pillows.¡±","<U+B198>Limited toiletries and no bathtub in the Premier room.<U+B200>Nice room, comfy bed and pillows. Pool size is good. Easy access to eateries across the hotel, especially halal food. Love the shower foam provided from the spa. Wish I had more time to visit the St Gregory spa.Stayed in May 2017"
"595","New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","9.2","¡°The pool and the gym were excellent.¡±","<U+B200>The pool and the gym were excellent. The staff were always friendly and helpful. Our first time in Singapore and we would definitely recommend the Park Royal to others.Stayed in April 2017"
"596","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°The bed was very comfortable.¡±","<U+B198>Check-in at 3pm<U+B200>The bed was very comfortable.Stayed in April 2017"
"597","Indonesia","<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°The priority choice and very respectable management¡±","<U+B200>Very good respond and action due to emergency situationStayed in April 2017"
"598","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 6 nights","10","¡°WE ENJOYED OUR STAY IN SINGAPORE¡±","<U+B198>THE FRONT OFFICE NEED TO IMPROVE<U+B200>I LIKE EVERYTHING THERE ..Stayed in April 2017"
"599","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Excellent stay¡±","<U+B198>none<U+B200>roomStayed in April 2017"
"600","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","4.2","¡°The staff are rude.¡±","<U+B198>The staff are rude..Esp to the person name George Thong or tong, the duty manager on the midnight of 29 april.Stayed in April 2017"
"601","Italy","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","10","¡°This is one of the biggest surprises of my journey to...¡±","<U+B209>Everything is perfect, nothing to say.<U+B207>This is one of the biggest surprises of my journey to southeast Asia. The hotel is perfect, the staff is welcoming. I had the opportunity to stay for some days at Marina Bay Sands also and i could tell this is no different, as good as Marina. I could tell the room at Parkroyal had some more positive sides compared to Marina Bay Sands. The phone you could take with you everywhere with an internet connection is just AMAZING! A big help. Thumbs up to the staff, great job!!Stayed in April 2017"
"602","Bangladesh","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night","6.7","¡°pleasant staying¡±","<U+B209>Reception staff should be more careful.Stayed in April 2017"
"603","Indonesia","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","5.0","¡°Very strategic¡±","<U+B209>Very more expensive<U+B207>Very strategicStayed in April 2017"
"604","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.5","¡°Room service was excellent,  arrived quickly ,the food was...¡±","<U+B209>The steps at entrance, a ramp would a great advantage<U+B207>Room service was excellent,  arrived quickly ,the food was hot (royal combo) and superb. We have travelled a lot and this meal was the best we have ever had from room service to date. Our compliments  to the chef.Stayed in April 2017"
"605","Belgium","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 7 nights","10","¡°great place to stay in Singapore¡±","<U+B207>very good breakfast, friendly staff, nice gym and pool, very well locatedStayed in April 2017"
"606","Vietnam","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights","6.7","¡°Overall a nice place, near MRT.¡±","<U+B209>The receptionists were very inflexible when there were issues that was neither their fault or mine. Staff were nice and remain courteous during my whole stay.<U+B207>Overall a nice place, near MRT.Stayed in April 2017"
"607","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","9.2","¡°Staff are extremely caring and considerate¡±","<U+B207>Staff are extremely caring and considerateStayed in April 2017"
"608","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.3","¡°Average hotel.¡±","<U+B209>Having a shower and the water stopped running!Having a shower inside a bathtub and plastic curtain is not my cup of tea.<U+B207>Pleasant staff. Great pool and gym. Comfortable beds. Very clean. Good security.Stayed in April 2017"
"609","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°Need better soundproffing.¡±","<U+B209>Need better soundproffing. You can clearly hear people talking or working in the hallway.Stayed in April 2017"
"610","Australia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","9.6","¡°Comfortable rooms, close to MRT and many food options, close...¡±","<U+B207>Comfortable rooms, close to MRT and many food options, close to suntec convention centreStayed in April 2017"
"611","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 6 nights","6.7","¡°Fantastic pool .¡±","<U+B209>The room was small and but probably no different to many other.  The shower had a very low ceiling.<U+B207>The pool area and staff were excellent.Stayed in April 2017"
"612","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 7 nights","9.2","¡°Excellent¡±","<U+B209>location of the room, a very corner room facing to the cleaners' room with noises. it didn't meet my expectation that i requested for. the staff at the reception counter communicate badly when we register for the extra person who is eligible to stay. she smiled nicely to the guy with european origin and give a bad look to my daughter who register. I don't want to see this kind of attitude to my children from the receptionist. She should treat the same to every nationals and every age level.  We paid for the same no matter which country we are from.<U+B207>food, room facilities, cleanlinessStayed in April 2017"
"613","Germany","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights","8.8","¡°Aircon was somewhat noisy.¡±","<U+B209>Aircon was somewhat noisy.Stayed in April 2017"
"614","Argentina","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","8.3","¡°The breakfast was great and the Chinese Sichuan restaurant...¡±","<U+B209>The whole hotel has a very sweet, cheap scent that can kill an allergic person. After having no problem with my allergies since my childhood, I suffered every night to sleep. They said is a common scent in the hotel franchise.<U+B207>The breakfast was great and the Chinese Sichuan restaurant there is outstanding.Stayed in April 2017"
"615","Singapore","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Comfortable and friendly¡±","<U+B207>Bed had a firm mattress, which suited me well. Location good 4 me, quiet area, with many eating places close by.Stayed in March 2017"
"616","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°nice hotel good location¡±","<U+B209>Parking is a hassle if you have a foreign car.<U+B207>Great location near hip eateriesStayed in April 2017"
"617","Indonesia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","9.2","¡°The concierge/bell boys were excellent and polite, and...¡±","<U+B209>The check in receptionist was all ""to the book"", no smile and doesn't give the ""extra service from the heart"" feeling.<U+B207>The concierge/bell boys were excellent and polite, and after assisting us, walked away, not even waiting around for a tip (unlike a lot of other hotels in a lot of other countries). Thumbs up to them!!The rooms were well renovated and designed. Had the modern traveler in mind, enough accessible electrical sockets for charging gadgets, right up to the lightings, designed for reading in bed.Stayed in April 2017"
"618","Costa Rica","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","9.2","¡°My base in Singapore¡±","<U+B207>LocationStayed in April 2017"
"619","Russia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","9.6","¡°Very nice :)¡±","<U+B209>Couldn't find anything negative about the property<U+B207>I've stayed here for the second time. 20 mins from airport, pretty close to MBS area, generally nice location to Bugis metro station and Arab street - many places were you can have food.Compared to other hotels with same facilities this one offers the best price-quality ratio.Amazing staff.Everything's good, fast wifi, well-equipped gym, nice pool area. Would defifnitely stay there againStayed in April 2017"
"620","USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Very nice clean comfortable hotel.¡±","<U+B209>Noisy sound that came on every few minutes.  Air conditioner?Stayed in April 2017"
"621","Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","9.2","¡°Great stay, nice neighbourhood - good value for money if you prepared to walk a little or cab.¡±","<U+B209>Would be nice to have an MRT station closer. Public transport to/from is a little harder than hotels around Orchard Rd. But you get better value for money with the rooms and services.<U+B207>Nice and clean with generally helpful staff. WIFI worked as well and one issue was fixed immediately by tech-support.Neighbourhood (Arab St & surrounds) are great.Stayed in April 2017"
"622","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Perfect location for a staycation¡±","<U+B209>Nil<U+B207>Check in was great which is important to give a good start to the stay.Stayed in April 2017"
"623","USA","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","3.8","¡°Location¡±","<U+B209>Service, front desk provide poor communication and from check in to checking out the people who provide assistance at the front desk perform with little knowledge. The person helping me had to ask around and yet took 20 minutes to have it sorted out. <U+B207>LocationStayed in April 2017"
"624","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°The staff were friendly and very accommodating to our...¡±","<U+B209>Nothing<U+B207>The staff were friendly and very accommodating to our request. E.g. Late check-out. Gym was well equipped. Room was spacious.Stayed in April 2017"
"625","United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","9.6","¡°Pool was very good with inetresting views and gym very cold...¡±","<U+B209>room smelt a bit musty on arrival - air con related probably?<U+B207>Pool was very good with inetresting views and gym very cold and goodStayed in April 2017"
"626","India","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","9.2","¡°Great place to stay¡±","<U+B209>Welcome Drinks and fruits at the room.. These are very basic requirements in terms of good hospitality.<U+B207>Room was very good..Stayed in April 2017"
"627","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","8.3","¡°Well nice and comfort and located in central of Singapore...¡±","<U+B207>Well nice and comfort and located in central of Singapore easy to access by bus and MRTStayed in April 2017"
"628","Malaysia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Great but only the food¡±","<U+B209>About the food.i already bought including breakfast,then cannot eat because non halal<U+B207>Park royal appreciate us as customer n give upgrade room for us for freee<U+009F><U+0098><U+008A>Stayed in April 2017"
"629","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Meets expectations.¡±","<U+B209>We were ""upgraded"" from a room with a bathtub to one without. The in-house club plays loud music until 1:30am - adjacent rooms on the floor above have vibrating floors. We had to request a room change. Housekeeping can happen quite late in the day.<U+B207>Comfortable rooms, good price. Bus is convenient.Stayed in April 2017"
"630","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","8.3","¡°When is an upgrade not an upgrade? When the ""bathroom"" has no bath!¡±","<U+B209>the receptionist who insisted that the room i had booked with a bath wasnt as good as the room that he allocated me without a bath - and he insisted that this was an upgrade becasue the room he had given me was newly refurbished.... not impressed! if the newly refurbished room (minus bath) is an upgrade, what sort of state are the rooms yet to be refurbished? It was a crock! Apparently they are not obliged to give the room reserved - its subject to availability - really? well dont accept my reservation if you dont have what i reserved! So that little experience from that little reception person on welcome set things off badly - but then everything else was fine. He was the only bump in the road!<U+B207>loved the gym and pool and breakfast was quite a spread although lacking in variety of fresh fruit and salad - the F&B manager needs to up his game on that side - reflect the healthier palate of today's international hotel guest. NEvertheless - a lot beter than many other places and represented great VFM.And the Malaysian man on the door was friendly welcoming and extremely helpful. A great first point of contact - shame he hadnt been on reception or at least training the receptionist!;-)Stayed in April 2017"
"631","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","9.0","¡°We really enjoyed our stay and felt very comfortable at this hotel, would stay again.¡±","<U+B209>The bed was hard which was disappointing.<U+B207>The staff were very good and friendly.  The restaurant was well priced and we had a lot of meals there which we were very happy about,  The food was of very good quality and we felt very comfortable there.   The view from the room was quite good.Stayed in April 2017"
"632","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°We will be back!! e<U+009F><U+0098><U+0089>¡±","<U+B209>When we saw that Plaza Brasserie is having a Crab Promotion we gotexcited.. But our excitement was shortlived because the promo isonly for on Sun-Wed! e<U+009F><U+0098><U+0096> Why can't the promo be run thru out thewhole week? a<U+0098>1<U+00EF><U+00B8><U+008F><U+B207>Location of hotel is very convenient & so happened it's oppositeone of my hubby's favourite restaurants - Mrs Pho! He was veryhappy! Front Desk staff elle was very very helpful when checking us in!e<U+009F><U+0091><U+008D>e<U+009F><U+008F><U+00BC> We arrived @ just after 12 noon & were really hoping to be ableto check-in as my older girl was to compete in the Latin Dance RafflesCup 2017 held at your hotel & would to freshen up & get readyfor the comp.. When Elle heard that, she helped us get our room readyalmost immediately!! With special thanks to your Housekeeping team onduty that time on Sat 15/4/2017 too! e<U+009F><U+0091><U+008D>e<U+009F><U+008F><U+00BC> All in all our stay atyour hotel was indeed a very pleasant & comfortable one! Too bad weonly stayed for 1 night! But we'll be back! e<U+009F><U+0099><U+0082>Stayed in April 2017"
"633","Vietnam","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","5.8","¡°Will never use this hotel again.¡±","<U+B209>Bad behaviour of reception to extend more staying for guest, no flexibleStayed in April 2017"
"634","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double or Twin Room (3Adults)<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.1","¡°Great location.¡±","<U+B209>Nothing at all.<U+B207>The staff were very nice.  The location was great,  5-10mins of taxi ride to city, Marina Bay Sands, Orchard Road. Room was spacious and lovely lobby.Stayed in April 2017"
"635","Switzerland","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights","8.3","¡°Easy hotel for a short stopover¡±","<U+B209>Maybe the view from hotelroom, but I haven't choosed this hotel cause the view so I didn't care.<U+B207>The bed was extremly comfortableBreakfast selection was wideClose to MRTFree handphone to useStayed in April 2017"
"636","Fiji","<U+2022> Business trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","5.4","¡°Okay, I would not stay here again¡±","<U+B209>The food is overpriced, like literally!! The facilities like the pool open pretty late and closer early<U+B207>The bed was good and I could sleep easyStayed in April 2017"
"637","Hong Kong","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Weekend in Singapore¡±","<U+B209>Quieter air conditioning .<U+B207>Fortunate to receive an upgrade , spacious , clean and very quiet room. All facilities throughout hotel in good condition . Rooftop Swimming pool was lovely and not crowded. Good location , 10 minute walk to Raffles, 20 minutes to Gardens on Bay .  Close to Train station but we mainly used Taxi as not expensive. Sent cake to the room find my birthday, we hadn't told them but they picked up somehow . Good breakfast selection and very helpful staff.Stayed in April 2017"
"638","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","7.5","¡°Excellent location¡±","<U+B209>I didn't like that when booking the hotel on booking.com the cost was $140 when I checked out the cost was $180.<U+B207>Hotel room was clean and tidyStayed in April 2017"
"639","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°The staffs are very friendly and had a very comfort stayed¡±","<U+B209>Nil<U+B207>We enjoyed our stay in parkroyal and liked most of the facilities provided.Stayed in April 2017"
"640","Colombia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.5","¡°Excelent stay¡±","<U+B207>Room was great, staff was friendly and neighborhood was fantastiStayed in April 2017"
"641","Spain","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights","10","¡°Good location and service¡±","<U+B207>Everything in general was very nice; staff, breakfast, room, wifi.  Only tried the pool on the rooftop and liked it very much.Stayed in April 2017"
"642","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Best value hotel¡±","<U+B209>There's nothing in this hotel that I did not like.<U+B207>The hotel was very clean and , the staffs were friendly and allowed us to check-in earlier than schedule, and the location was perfect for us.Stayed in April 2017"
"643","New Zealand","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°On the whole the hotel was very very good and I certainly would telly¡±","<U+B209>Not even 1 knife and fork or a plate.<U+B207>Every thing was clean and the bed very comfy.  The swimming pool was fantastic.  The gym was very good.Stayed in April 2017"
"644","Spain","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Great value for money¡±","<U+B209>One night I ordered room service and wasn't informed about one of the ingredient from the dish missing I ountil it got delivered and I asked for it.<U+B207>Actually the hotel looks better in reality than the fotos.Really good value for money. It's located outside of the main centre and Main Road so it's nice and quite but still very close to Marina Bay and has some nice local restaurants and pubs.The staff was really helpful and always friendly. The best features apart of stylishly furnished rooms was a swimming pool area with a bar. Stunning views and great cocktails. I would stay there again.Stayed in April 2017"
"645","Malaysia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°great¡±","<U+B207>rest n relax...calm placee<U+009F><U+0098><U+0098>Stayed in April 2017"
"646","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Good place to be¡±","<U+B207>BreakfastStayed in April 2017"
"647","Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night","9.6","¡°great place , best service¡±","<U+B207>great place , best servicewill come againnear by marina bay,bugis junctionStayed in April 2017"
"648","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Great location, excellent service and beautiful rooms.a<U+0080><U+009D>¡±","<U+B207>the lobby ,great swimming pool view .Stayed in April 2017"
"649","Spain","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights","8.3","¡°Singapur 3 days to fall in love¡±","<U+B209>staff is not that aimable<U+B207>the breakfast was very goodlocation is very nice, right beside the arabic neighborhood. Although its not in the middle of the city its close by to mayor city sites and has a tube 2 blocks awaythe swimming pool is very nice and enjoyableStayed in April 2017"
"650","Italy","<U+2022> Business trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights","7.9","¡°First time in Singapore¡±","<U+B209>Compared to the other Park Royal hotel this is a bit old and might need a refresh. We were on a business travel so the hotel worked perfectly for us but i may suggest a more characteristic place a leisure travel<U+B207>It was my first time in Singapore and the hotel has been a perfect location for our business travel. the room are clean and comfy and the swimming pool is a very appreciated after a day of walk in under the sun. a special mention goes to the the breakfast which includes all you can image from the pancakes to the sushi. on the other side of the road you can find Arab street a very nice place for the evening and night plenty of bars and clubs. if you might need to shop there is a mall at a walking distance.Stayed in March 2017"
"651","New Zealand","<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Will definitely go back.¡±","<U+B209>Too long to check in and check out.  Need more reception staff.<U+B207>Great location.  Beautiful pool area.Great concierge, doorman and baggage staff.Stayed in April 2017"
"652","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Pool¡±","<U+B209>Im stay no good reccomernd view in myroom<U+B207>PoolStayed in April 2017"
