"","X","nationality","tags","score","content","content_detail"
"612",612,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 7 nights",9.2,"¡°Excellent¡±","location of the room, a very corner room facing to the cleaners' room with noises it didn't meet my expectation that i requested for the staff at the reception counter communicate badly when we register for the extra person who is eligible to stay she smiled nicely to the guy with european origin and give a bad look to my daughter who register I don't want to see this kind of attitude to my children from the receptionist She should treat the same to every nationals and every age level  We paid for the same no matter which country we are from food, room facilities, cleanlinessStayed in April "
"613",613,"Germany","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights",8.8,"¡°Aircon was somewhat noisy.¡±","Aircon was somewhat noisyStayed in April "
"614",614,"Argentina","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",8.3,"¡°The breakfast was great and the Chinese Sichuan restaurant...¡±","The whole hotel has a very sweet, cheap scent that can kill an allergic person After having no problem with my allergies since my childhood, I suffered every night to sleep They said is a common scent in the hotel franchise The breakfast was great and the Chinese Sichuan restaurant there is outstandingStayed in April "
"615",615,"Singapore","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Comfortable and friendly¡±"," Bed had a firm mattress, which suited me well Location good  me, quiet area, with many eating places close byStayed in March "
"616",616,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°nice hotel good location¡±","Parking is a hassle if you have a foreign car Great location near hip eateriesStayed in April "
"617",617,"Indonesia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",9.2,"¡°The concierge/bell boys were excellent and polite, and...¡±","The check in receptionist was all ""to the book"", no smile and doesn't give the ""extra service from the heart"" feeling The concierge/bell boys were excellent and polite, and after assisting us, walked away, not even waiting around for a tip (unlike a lot of other hotels in a lot of other countries) Thumbs up to them!!The rooms were well renovated and designed Had the modern traveler in mind, enough accessible electrical sockets for charging gadgets, right up to the lightings, designed for reading in bedStayed in April "
"618",618,"Costa Rica","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",9.2,"¡°My base in Singapore¡±"," LocationStayed in April "
"619",619,"Russia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",9.6,"¡°Very nice :)¡±","Couldn't find anything negative about the property I've stayed here for the second time  mins from airport, pretty close to MBS area, generally nice location to Bugis metro station and Arab street - many places were you can have foodCompared to other hotels with same facilities this one offers the best price-quality ratioAmazing staffEverything's good, fast wifi, well-equipped gym, nice pool area Would defifnitely stay there againStayed in April "
"620",620,"USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Very nice clean comfortable hotel.¡±","Noisy sound that came on every few minutes  Air conditioner?Stayed in April "
"621",621,"Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",9.2,"¡°Great stay, nice neighbourhood - good value for money if you prepared to walk a little or cab.¡±","Would be nice to have an MRT station closer Public transport to/from is a little harder than hotels around Orchard Rd But you get better value for money with the rooms and services Nice and clean with generally helpful staff WIFI worked as well and one issue was fixed immediately by tech-supportNeighbourhood (Arab St & surrounds) are greatStayed in April "
"622",622,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Perfect location for a staycation¡±","Nil Check in was great which is important to give a good start to the stayStayed in April "
"623",623,"USA","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",3.8,"¡°Location¡±","Service, front desk provide poor communication and from check in to checking out the people who provide assistance at the front desk perform with little knowledge The person helping me had to ask around and yet took  minutes to have it sorted out  LocationStayed in April "
"624",624,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°The staff were friendly and very accommodating to our...¡±","Nothing The staff were friendly and very accommodating to our request Eg Late check-out Gym was well equipped Room was spaciousStayed in April "
"625",625,"United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",9.6,"¡°Pool was very good with inetresting views and gym very cold...¡±","room smelt a bit musty on arrival - air con related probably? Pool was very good with inetresting views and gym very cold and goodStayed in April "
"626",626,"India","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",9.2,"¡°Great place to stay¡±","Welcome Drinks and fruits at the room These are very basic requirements in terms of good hospitality Room was very goodStayed in April "
"627",627,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",8.3,"¡°Well nice and comfort and located in central of Singapore...¡±"," Well nice and comfort and located in central of Singapore easy to access by bus and MRTStayed in April "
"628",628,"Malaysia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Great but only the food¡±","About the foodi already bought including breakfast,then cannot eat because non halal Park royal appreciate us as customer n give upgrade room for us for freee<U+F><U+><U+A>Stayed in April "
"629",629,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°Meets expectations.¡±","We were ""upgraded"" from a room with a bathtub to one without The in-house club plays loud music until :am - adjacent rooms on the floor above have vibrating floors We had to request a room change Housekeeping can happen quite late in the day Comfortable rooms, good price Bus is convenientStayed in April "
"630",630,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",8.3,"¡°When is an upgrade not an upgrade? When the ""bathroom"" has no bath!¡±","the receptionist who insisted that the room i had booked with a bath wasnt as good as the room that he allocated me without a bath - and he insisted that this was an upgrade becasue the room he had given me was newly refurbished not impressed! if the newly refurbished room (minus bath) is an upgrade, what sort of state are the rooms yet to be refurbished? It was a crock! Apparently they are not obliged to give the room reserved - its subject to availability - really? well dont accept my reservation if you dont have what i reserved! So that little experience from that little reception person on welcome set things off badly - but then everything else was fine He was the only bump in the road! loved the gym and pool and breakfast was quite a spread although lacking in variety of fresh fruit and salad - the F&B manager needs to up his game on that side - reflect the healthier palate of today's international hotel guest NEvertheless - a lot beter than many other places and represented great VFMAnd the Malaysian man on the door was friendly welcoming and extremely helpful A great first point of contact - shame he hadnt been on reception or at least training the receptionist!;-)Stayed in April "
"631",631,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",9,"¡°We really enjoyed our stay and felt very comfortable at this hotel, would stay again.¡±","The bed was hard which was disappointing The staff were very good and friendly  The restaurant was well priced and we had a lot of meals there which we were very happy about,  The food was of very good quality and we felt very comfortable there   The view from the room was quite goodStayed in April "
"632",632,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°We will be back!! e<U+009F><U+0098><U+0089>¡±","<U+>Stayed in April "
"633",633,"Vietnam","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",5.8,"¡°Will never use this hotel again.¡±","Bad behaviour of reception to extend more staying for guest, no flexibleStayed in April "
"634",634,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Double or Twin Room (3Adults)<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.1,"¡°Great location.¡±","Nothing at all The staff were very nice  The location was great,  -mins of taxi ride to city, Marina Bay Sands, Orchard Road Room was spacious and lovely lobbyStayed in April "
"635",635,"Switzerland","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",8.3,"¡°Easy hotel for a short stopover¡±","Maybe the view from hotelroom, but I haven't choosed this hotel cause the view so I didn't care The bed was extremly comfortableBreakfast selection was wideClose to MRTFree handphone to useStayed in April "
"636",636,"Fiji","<U+2022> Business trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.4,"¡°Okay, I would not stay here again¡±","The food is overpriced, like literally!! The facilities like the pool open pretty late and closer early The bed was good and I could sleep easyStayed in April "
"637",637,"Hong Kong","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Weekend in Singapore¡±","Quieter air conditioning  Fortunate to receive an upgrade , spacious , clean and very quiet room All facilities throughout hotel in good condition  Rooftop Swimming pool was lovely and not crowded Good location ,  minute walk to Raffles,  minutes to Gardens on Bay   Close to Train station but we mainly used Taxi as not expensive Sent cake to the room find my birthday, we hadn't told them but they picked up somehow  Good breakfast selection and very helpful staffStayed in April "
"638",638,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.5,"¡°Excellent location¡±","I didn't like that when booking the hotel on bookingcom the cost was $ when I checked out the cost was $ Hotel room was clean and tidyStayed in April "
"639",639,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°The staffs are very friendly and had a very comfort stayed¡±","Nil We enjoyed our stay in parkroyal and liked most of the facilities providedStayed in April "
"640",640,"Colombia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.5,"¡°Excelent stay¡±"," Room was great, staff was friendly and neighborhood was fantastiStayed in April "
"641",641,"Spain","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights",10,"¡°Good location and service¡±"," Everything in general was very nice; staff, breakfast, room, wifi  Only tried the pool on the rooftop and liked it very muchStayed in April "
"642",642,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Best value hotel¡±","There's nothing in this hotel that I did not like The hotel was very clean and , the staffs were friendly and allowed us to check-in earlier than schedule, and the location was perfect for usStayed in April "
"643",643,"New Zealand","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.6,"¡°On the whole the hotel was very very good and I certainly would telly¡±","Not even  knife and fork or a plate Every thing was clean and the bed very comfy  The swimming pool was fantastic  The gym was very goodStayed in April "
"644",644,"Spain","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Great value for money¡±","One night I ordered room service and wasn't informed about one of the ingredient from the dish missing I ountil it got delivered and I asked for it Actually the hotel looks better in reality than the fotosReally good value for money It's located outside of the main centre and Main Road so it's nice and quite but still very close to Marina Bay and has some nice local restaurants and pubsThe staff was really helpful and always friendly The best features apart of stylishly furnished rooms was a swimming pool area with a bar Stunning views and great cocktails I would stay there againStayed in April "
"645",645,"Malaysia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°great¡±"," rest n relaxcalm placee<U+F><U+><U+>Stayed in April "
"646",646,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°Good place to be¡±"," BreakfastStayed in April "
"647",647,"Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",9.6,"¡°great place , best service
¡±"," great place , best servicewill come againnear by marina bay,bugis junctionStayed in April "
"648",648,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Great location, excellent service and beautiful rooms.a<U+0080><U+009D>¡±"," the lobby ,great swimming pool view Stayed in April "
"649",649,"Spain","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",8.3,"¡°Singapur 3 days to fall in love¡±","staff is not that aimable the breakfast was very goodlocation is very nice, right beside the arabic neighborhood Although its not in the middle of the city its close by to mayor city sites and has a tube  blocks awaythe swimming pool is very nice and enjoyableStayed in April "
"650",650,"Italy","<U+2022> Business trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights",7.9,"¡°First time in Singapore¡±","Compared to the other Park Royal hotel this is a bit old and might need a refresh We were on a business travel so the hotel worked perfectly for us but i may suggest a more characteristic place a leisure travel It was my first time in Singapore and the hotel has been a perfect location for our business travel the room are clean and comfy and the swimming pool is a very appreciated after a day of walk in under the sun a special mention goes to the the breakfast which includes all you can image from the pancakes to the sushi on the other side of the road you can find Arab street a very nice place for the evening and night plenty of bars and clubs if you might need to shop there is a mall at a walking distanceStayed in March "
"651",651,"New Zealand","<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Will definitely go back.¡±","Too long to check in and check out  Need more reception staff Great location  Beautiful pool areaGreat concierge, doorman and baggage staffStayed in April "
"652",652,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Pool¡±","Im stay no good reccomernd view in myroom PoolStayed in April "
"653",653,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",8.3,"¡°Excellent hotel in a convenient location.¡±","General housekeeping of rooms a little slow and had to be chased on two occasions Good and varied breakfasts with friendly and helpful staff throughout the hotel  Pool area was exceptional and staff at the pool very helpfulStayed in April "
"654",654,"New Zealand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.6,"¡°Great hotel for 1 night¡±"," Very comfortable bed - I was upgraded to a lovely  club roomStayed in April "
"655",655,"Australia","<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.7,"¡°Funny noise in the room in the middle of the night at 1230am¡±","Our room has funny noise ""dom dom dom"" all night, It sounded like some kind of vibration noise The staff were quick to react but unfortunately couldn't find the source of noise and then it went all silent So we left it as it wasAbout an hour later (am), the noise came back Again the stuff were quick to action and finally found out that the noise was from the kitchen downstairs So they relocate us to another room on level I used to stayed in Park Royal on Beach Road in almost all my trips on transit in Singapore However, the incident this time has put me back a bit And at the the time of check in, the front desk staff told me that our room was ungraded to Premium, but I found that it was not true as I entered the room It was rather small and simple compared to the previous Premium Room I stated before And the window facing a wall of a building at the back It seems like the hotel trying to play a Goodwill game, but failed this time DisappointedWill not consider this hotel again unless absolutely no choice ~ Staff are friendly and efficient~Good location, Near Bugis MRT station (Downtown Line), within walking distance from Bugis Junction and Suntec CityStayed in April "
"656",656,"Germany","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",5,"¡°The rooms from the 4th floor upwards have to be renovat as...¡±","The rooms from the th floor upwards have to be renovat as soon as possible The breakfast was not good Less variety ans very bad quality of sausage, cheese and breadStayed in April "
"657",657,"Switzerland","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",4.2,"¡°Don't ruin your holidays!!¡±","staff- i have asked to speak to manager on multiple occasions due to an ongoing issue with charging credit card, extra night charge, bathroom issues, handy issues - but i guess he did not have time in the  days i was there ruined my holidays!!Stayed in April "
"658",658,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",6.3,"¡°Comfy stay overall¡±","I have been to this hotel several times The hotel overall is so so Room and bed are clean But / times I went, I got the twin bed instead of king sized bed, despite the reservation was done a few days before The staff always told us we had to call the hotel to reserve the king sized bed, instead of requesting through bookingcom They even told us it would be more secured to get the type of bed we want by booking the room from hotel's website, instead of bookingcom I like the tea from their tea house and their snack is nice tooStayed in April "
"659",659,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",8.8,"¡°best¡±"," love the croissants and the see thru toiletStayed in April "
"660",660,"Indonesia","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights",9.2,"¡°Convenience, clean, easy access, spacious and safe¡±","None Since I was there for a concert, the venue was just minutes to walk, very convenience, easy access to public transport and close to stores Love the bathroom which was spacious and clean Definitely I recommend to my friendsStayed in April "
"661",661,"Japan","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",8.8,"¡°Close to Arab street¡±"," Great location and nice poolStayed in March "
"662",662,"Ireland","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°Family holiday¡±","Pool bar prices Pool areaStayed in April "
"663",663,"Finland","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°Great hotel with ideal location¡±","With this price can't really complain about anything, excellent value for money! Great location, Bugis MRT station close by Nice, clean hotel and spacious rooms Lovely spa, highly recommend their treatments! Nice pool with great viewsStayed in April "
"664",664,"United Kingdom","<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°We'll be back¡±","Check out took too long Always a queue Not enough receptionists on dutyLaundry was rather expensive Concierge Service Really goodPool area Comfortable bedroomStayed in April "
"665",665,"New Zealand","<U+2022> Business trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 8 nights",8.3,"¡°great location and great staff¡±","Room was not finished properly - no drinks and shampoos etc one day Unable to get some of the food on room service at the pools The building is tired but comfortable Staff were delighful and food was very nice Its opposite the Arab Centre and an easy walk to great shops and the HarbourStayed in April "
"666",666,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.5,"¡°It's money worth to stay¡±"," The bed and pillow very comfortableStayed in April "
"667",667,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.2,"¡°Excellent staff, great breakfast and restaurant good value...¡±","Room had shower in bath, low headroom  if you were tall Excellent staff, great breakfast and restaurant good value as given discount as resident Great pool and surround with good gymStayed in April "
"668",668,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Pool is big and nice.¡±"," Pool is big and nice Used to stay here already :)Stayed in April "
"669",669,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°The rooms are so comfortable!¡±"," The rooms are so comfortable! Everything was well thought out Great place to stay Stayed in April "
"670",670,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile",8.8,"¡°Great base to explore Singapore.¡±","Rooms a little dated Pool bar and cafe closed too early Great location Attentive Staff Nice pool areaStayed in April "
"671",671,"Poland","<U+2022> Business trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights",8.8,"¡°Well-balanced choice for combined business-leisure stay¡±"," Location is perfect for visiting central Singapore, still rather quiet Swimming pool is great, offering real relax until late evening Breakfast buffet deserves high note Very convenient and short airport transfer Highly recommendable for combined business-leisure staysStayed in March "
"672",672,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Nice stay.¡±","Location Close to Nicoll highway MRT but not a major station Friendly staff  fantastic service comfy bed n pillow Great swimming pool!Stayed in April "
"673",673,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°Great location¡±","Quite expensive Great location and great poolStayed in March "
"674",674,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Club Premier Double or Twin Room<U+2022> Stayed 3 nights",5.4,"¡°A satisfactory stay at the ParkRoyal on Beach Road.¡±","Breakfast was very poor Not replenished often enough and not cooked with as much care as I had hoped The Club Lounge was very tired, not comfortable, not enough soft seating and laid out more like a school class room than a lounge such as I experience at numerous other club lounges at other hotels in Singapore and the region Location was very good, and the staff were excellent I liked the cleanliness and facilities within the bedroomsStayed in April "
"675",675,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",7.9,"¡°great locale¡±","Could nit get into the parking area without the cash card great locationStayed in April "
"676",676,"Mauritius","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",9.2,"¡°Got a room upgrade, awesome amenities.¡±"," Got a room upgrade, awesome amenities Great facilities and comfy bedStayed in April "
"677",677,"Malaysia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Good Location to HALAL Area¡±","None Gym is great! The room is designed so nicely & suitable for charging phones, watching tv, etc Very comfy Halal area just across the streetso many choicesStayed in April "
"678",678,"Norway","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°A nice stay in central S'pore, with good facilities.¡±","The receptionist at the book in was not very friendly and didnt make me feel welcome at allThe view from the room was not good at all, even though it said ""view"" when I booked itI tried to change the room, but the receptionist was not at all helpful, so I just gave upThe AC was a little to aggressive, even though I set the setting at  degrees, so I turned it off during the night The comfort in the room was at a very high standard The bed was huge, and not too soft Complimentary water, and different shower/bathroom stuffThe shower had a lot of hot waterThe wifi is very fast and stableThe concergierge (luggage staff) was very helpful and niceSwimming pool area is big, has a fantastic viewThe training room has all the different apparatus to train the whole body Also freeweights and machines, not just treadmill like many other placesWhen you take out the room key to leave the room, the lights stay on for a minute or two, enabling you to exit the room easilyThe opening hours of the pool area and the staff working there, was very goodThe hotel is close to Bugis (Arab street) and Nicoll highway MRTStayed in April "
"679",679,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",6.7,"¡°Excellent location shame about the airconditioning n food¡±","My room  had a non working aircon which ran hot n cold  The staff was not very helpful when we complained The buffet was not replenished duly and the quality of bread was simply awful especially the croissants The location was excellentStayed in April "
"680",680,"Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",6.7,"¡°Overall OK¡±","Came a bit early (am), checked in after pm And one of the receptionist wasn't really nice (straight face, no explanation) The room is comfty and cleanStayed in April "
"681",681,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Club Deluxe Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Th breakfast standard is average only, shall include more...¡±","Th breakfast standard is average only, shall include more local foodsStayed in April "
"682",682,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights",9.2,"¡°A blissful dream come true¡±","The fact that i drove in a malaysian car and we had trouble with the entry and exit gate system which i guess was going thru some new system maintainence  So everytime i had to enter and exit i had to use the intercom , but its not a big deal anyway : ) The fact that its located so close to sports hub  that we walked back after an awesome night post Coldplay concert in which i proposed to my now, fianceeStayed in April "
"683",683,"Sri Lanka","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night",6.7,"¡°the room¡±","the staff the roomStayed in April "
"684",684,"United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Amazing hotel !¡±"," All was fabulous ! Would love to stay againStayed in April "
"685",685,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 4 nights",10,"¡°A long way to go but well worth the trip¡±","Nothing Everything was excellent from customer service to facilities and location To be fair we were staggered at just how courteous, helpful and friendly everyone in Singapore was We were never hurried and made to feel like guests in the proper sense of the wordStayed in April "
"686",686,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°My choice of staycation, the getaway retreat location without leaving singapore¡±"," Quiet, comfortable, check in service staff that do their best to provide great customer serviceStayed in March "
"687",687,"Indonesia","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Lovely¡±"," Love my rooms The room is super spacious with complete amenities I have my room upgraded to new refurbished room Will definitely comebackStayed in April "
"688",688,"Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe Double or Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Best Singapore Experience!¡±"," We are so grateful for your excellent care and very personal assistance during our stay in your hotel We are looking forward seeing you in our next country of destinationStayed in April "
"689",689,"New Caledonia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 4 nights",9.6,"¡°it will be a pleasure to go back¡±","no bath tub very good staff and conciergeStayed in March "
"690",690,"Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 3 nights",8.3,"¡°Hotel room is clean.¡±","For superior room (on the nd floor), the bathroom was small without bath tub (not as same as I saw from the photo in bookingcom )The hotel is not close to MTR station Hotel room is cleanThere is handy phone that can be brought anywhere in singapore with free wifi , free local and international callDelicious and variety breakfastStayed in April "
"691",691,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Double or Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Surprisingly spacious with stylish interior in room & bathroom¡±"," The room was decent size with very comfy bed The bathroom was one of the best designs I've ever seen in a hotel, very elegant We had a fantastic balcony too which was a lovely surprise We would definitely recommend this hotel and would stay here againStayed in March "
"692",692,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Double or Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°Excellent and comfortable¡±","Everything was good Staff extreamly helpful and politeStayed in March "
