"","X","nationality","tags","score","content","content_detail"
"561",561,"Czech Republic","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Perfect choice¡±"," Good location, excellent breakfastStayed in June "
"562",562,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°Good location, tiny rooms¡±","Room was tiny A real squeeze for a triple Good location,  minute walk from Nicoll Highway stationStayed in July "
"563",563,"Romania","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",4.6,"¡°The room was ok, MRT station at 250 m, the check in and...¡±","Small room, staff unhelpfull and unfriendly The room was ok, MRT station at  m, the check in and check out easy and the view greatStayed in July "
"564",564,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.6,"¡°Good location.¡±"," Good location Near MRT and Food CourtStayed in July "
"565",565,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.2,"¡°Will book this for our next stay in Singapore¡±","The dining room was closed other than breakfast due to renovations This renamed hotel had a large number of unruly families who thought nothing of allowing their children to door crash from room to room long after midnight whilst not the hotels fault, they did speak to these guests but it took a number of us barging into their unlocked rooms asking them to stop the screaming and put their children to bedFrom my last visit, they seemed to have made some contracts with a large ethnic group who have little regard for other guestsI hope this will be looked at in the future as I will still gladly stay again A nice no fuss  hotel, easy access to our rooms which were very comfy with an excellent bathroom a taxi rank right next door but no issues with the hotel arranging  taxis for our transfer to our cruise ship This hotel was a short taxi ride to the hop on hop off bus and other attractions with a supermarket next doorwe loved the Asian mall which allowed us to eat with the locals and very good it was tooStayed in June "
"566",566,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights",7.9,"¡°Small but clean comfortable rooms¡±","Small rooms Clean Rooms, Adequately equipped roomsTheir mattresses were amazing, we slept so comfortablyStayed in June "
"567",567,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Excellent Customer Service! Staff were very helpful!¡±","small space at the reception area The room was spacious compared with other hotels near the center The bed was comfy & clean! The staff were awesome! They've been very helpful in assisting all our needsStayed in July "
"568",568,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.1,"¡°Locations was great, good food centre accross the road,...¡±","Very very small rooms for a family Locations was great, good food centre accross the road, lovely rooftop pool and very good value for money in Singapore Stayed in July "
"569",569,"Japan","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",6.7,"¡°Good and clean hotel, but slow.¡±",") Elevators  elevators worked individually, so necessary to wait for quite long time and each elevator stops at every floor in the morning) Check in and out There was a long queue also at the lobby and took longer time than other hotels in Singapore Tasty breakfastStayed in July "
"570",570,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 6 nights",7.9,"¡°Very Good location¡±","Body soap and shampoo smell like laundry powder Beds are comfortable - minute walk to MRTStayed in July "
"571",571,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Great but squishy¡±","Too squashy in room we couldn't walk around beds the four of us were squished together, that was the only problem Everything was clean and nice great areaStayed in July "
"572",572,"Ukraine","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",9.6,"¡°The location is good enough to get to the metro yellow line...¡±","The bedroom and bathroom were small The location is good enough to get to the metro yellow line and all main sights of the town Great breakfast and roof poolStayed in July "
"573",573,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights",6.3,"¡°It was a good stay overall.¡±","No clinic within the hotel, very small room Family room is quite small but commensurate with the cost, beds are quite comfy  MRT is not too near, better take taxi in going to and fro in this location especially with small kids tagging along  The surrounding area is not very touristy  Many local restaurants/food stalls nearby but the cleanliness and quality are not really our typeStayed in July "
"574",574,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°Good experience.¡±","? Bed very comfy!!Stayed in July "
"575",575,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights",6.7,"¡°Affordable Family Accommodation¡±","Space!! The room was great for  or two people The fact that we booked as a family would mean we need a bit more room This became an issue in the bathroom There was no space at all to put any toiletries Some extra bench space or shelving in there would have been greatAlso, the fridge never gets cold I think our water was lucky to get to about  degrees That was really annoying when you just want a nice cold drink Also, again, space Could only fit  small ml bottles of water in thereThe pool closes at pm which is slightly annoying The city doesn't stop until pm, so after a long day walking around taking in the city it wold have been nice to go back and chill in the pool for a little bit, but it closes at pm The elevator won't let you press Rooftop after that timeThe room didn't include breakfast A friend booked a room for  nights including breakfast and paid less than we did for  nights without breakfast, so that was really disappointing The rooftop pool was fantasticOne of the few places in Singapore that accommodates families and we could all get into one room Although a little squashy, it didn't bother us too much as we only really went back there to sleepIt is reasonably close to Nicholl Hwy MRT stationnoon checkout is so good!Stayed in June "
"576",576,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°It was a nice trip with excellent hotel to stay with for 3 nights¡±","Bathroom was lilttle small The bed was so comfy yummy breakfast to start our day e<U+F><U+><U+D>Stayed in June "
"577",577,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Great place ¡±","Checking in was very slow Everything it was comfortable, location was great and it had a roof top pool with great views Stayed in July "
"578",578,"USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night",10,"¡°new place and closer to all everything. Not bad for the price¡±"," comfort and close to all attractionsStayed in July "
"579",579,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",7.1,"¡°First time Singapore¡±","Room is much smaller than what it looks like in the pictures Staff were helpful when asked questionsStayed in July "
"580",580,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",5.4,"¡°Poor location, small room and overpriced.¡±","The location was a good  minute walk from the MRT which was somewhat inconvenientThe area was a little downmarketThe room was smallOverpriced Staff were goodStayed in July "
"581",581,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights",9.6,"¡°Very nice interior.¡±","A bit long walk to the nearest MRT station Very nice interiorLarge TVComfy bedStayed in June "
"582",582,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.8,"¡°The location and hotel rate¡±","No doors handle of room ,the pool no proper sign not recommended for child under yrs old The location and hotel rateStayed in July "
"583",583,"Japan","<U+2022> Leisure trip<U+2022> Couple<U+2022> 2 rooms<U+2022> Stayed 4 nights",7.5,"¡°Thank you, the hotel manager.¡±","Attitude of one of hotel staff  Other staff are fine The hotel manager, Mr Jasmi, straighten out our unpleasant experience very quickly and effectively which we experienced about one of the hotel staff  Thanks again, Mr JasmiAs for hotel itself, location, cleanness, hot water, aircon, and view from roof are all fineStayed in June "
"584",584,"Malaysia","<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 2 nights",9.6,"¡°Comfortable hotel with good value¡±","the swimming pool as not as pic  I like the location , the staff in the restaurant are very friendly and my roomStayed in June "
"585",585,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights",7.1,"¡°great stay at great location¡±","lighting in the room great location easy to find food since it is located just across the hawker centerStayed in June "
"586",586,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°Comfortable accommodation for family¡±"," I like the clean and comfortable room and we got new sets of new clean towels everyday It really closes to mrt station, so its really convenientStayed in July "
"587",587,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",8.8,"¡°Clean, great breakfast and good location¡±","I would have like more tourist information Although breakfast was good, they do not have a lunch or dinner menu and no option of room service No information about the hotel or what was around was provided in the room Small things like do not disturb signs for the doors as we were woken twice on the afternoons but overall a good place to stay Breakfast was fantastic with loads to choose from Staff very friendly and good location with cheap food markets across the street Very close to MRT made it very easy and cheap to get around We would stay there again on next visitStayed in June "
"588",588,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.1,"¡°Stayed overnight on transfer, close to MRT¡±","Over priced Stayed overnight on transfer, close to MRTStayed in June "
"589",589,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",6.7,"¡°Bed was comfy¡±","Bathroom needed a little clean and a bit bigger Room a little bigger if it's a family staying Needed a iron Bed was comfyStayed in June "
"590",590,"USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night",10,"¡°Breakfast was AMAZING!¡±"," Breakfast was AMAZING!Stayed in June "
"591",591,"France","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°Rooftop pool was nice;¡±","Family room was TINY for  people Hotel breakfast expensive Rooftop pool was nice; food stalls opposite hotel cheap with delicious food Staff very polite but didn't know much to help touristsStayed in June "
"592",592,"Canada","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Great location! Very friendly staff¡±"," Excellent location and very friendly staffStayed in June "
"593",593,"Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 2 nights",2.9,"¡°A lousy place to stay!¡±","All  lifts stop at almost every floor!, taking a long time to reach the roof top or breakfast floor The car lift is a good experience though it didn't quite work every time and is closed after midnight!Stayed in June "
"594",594,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile",8.3,"¡°Good location.¡±","Nothing, good fit for us The name of the hotel is now Destination which caused some confusion when finding it Good location Our kids loved the pool! Perfect for the end of the dayStayed in June "
"595",595,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",7.1,"¡°Overall a good & enjoyable stay.¡±","Located quite far from city Comfort bedStayed in June "
"596",596,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",8.3,"¡°Nice hotel but with small improvements could be great¡±","The beds were rock hard ,bath room floor was dirty on arrivel and tile grout needs cleaning Location ,rooftop pool , modernStayed in June "
"597",597,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights",10,"¡°excellent location, amazing pool¡±"," the location is superb!  minutes walk from the mrt nicholl station across the hotel there is a hawker area which i really like the rooftop pool is what i enjoyed the most, and the view from there is amazing!Stayed in June "
"598",598,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",7.1,"¡°convenient¡±","lift was super slow convenientStayed in June "
"599",599,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights",7.9,"¡°The location is great, walking distance to many city centre...¡±","The hotel had recently changed name and possibly owners, and there was no information at all, for example about nearly shops or tourist attractions, in the rooms Our room was very, very small, and needed a brighter main light/lighting There was great variety for breakfast, but I felt S$ per person was a bit high-priced A small coffee maker in the room or perhaps downstairs at reception would be a great addition! The location is great, walking distance to many city centre attractions, and the staff were friendly The pool was great, but quite crowded except for early in the morningStayed in June "
"600",600,"Spain","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",9.6,"¡°An affordable option for a quality stay in Singapore¡±"," Great value for money, considering we are in Singapore Good location next to the metro station and some places to eat Breakfast is a buffet-type one, it does not have a huge variety of meals but it is assorted enough and of an excellent quality The rooftop swimming pool is nice as wellStayed in June "
"601",601,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°Ok stay. No memories made.¡±","Staff bland Not friendly Requested early check in and told no which is understandable Room not ready by  Came back at  with very tired kids Still not ready Moved to room to n lowest level with no city view as advertised No apology Take it or leave it and wait another hour at least Very small and cluttered reception area Hotel could be great with a few minor tweaks Bar staff very friendly Very comfy beds Roof pool Luggage storage Good priceStayed in June "
"602",602,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.2,"¡°The room and the food is nice.¡±"," The room and the food is niceStayed in June "
"603",603,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 6 nights",5,"¡°Good Location but only basic and overcrowded facilities¡±"," The breakfast restaurant of the hotel is always heavily crowded Everyday, one has to wait in a queue to be seated Breakfast menu choices are limited and it is almost the same on all the days of the week The property charged the full tariff for  nights to my credit card more than a month ahead of my stay at the time of booking (instead of just blocking the amount for payment security) I had to pay to my credit card issuer even before I stayed in the hotel Further, this deprived me of the option to pay the hotel bill by Forex Card to avoid the % cross currency charge of credit card issuer Property location is at walking distance from Nicoll Highway MRT Marina, bay front, Sentosa, Raffles, Vivo city, China Town, Little India etc are just few MRT stations awayStayed in June "
"604",604,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",6.3,"¡°Location only¡±","Room size , lobby and everything was just so conjugated  Location onlyStayed in June "
"605",605,"Singapore","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 9 nights<U+2022> Submitted via mobile",6.7,"¡°Property is good, but supporting staffs are very bad.¡±","Front desk staffs and restaurant staffs are very unfriendly View from hotel room is very good and value for moneyStayed in June "
"606",606,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",3.8,"¡°Small rooms. Small people. Not enough space even for breakfast¡±","Don't card to clean room Linen wasn't changed for six nights The room viewStayed in June "
"607",607,"Indonesia","<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night",7.5,"¡°Clean¡±","The breakfast is so soThe triple room is small, not convenient for  personIf order taxi from lobby , there's additional fee New hotel and clean View from windowStayed in June "
"608",608,"USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights",9.6,"¡°Everything was as I would expect from a new, excellent hotel.¡±"," Everything was as I would expect from a new, excellent hotel Buffet breakfast was great Pool and view from the roof offered a great way to end a hot day walking a lot Many things are within walking distance, and an MRT station is a  minute walk away Great location for morning joggersStayed in June "
"609",609,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",10,"¡°Helpful staff, easy check in and check out, clean and...¡±"," Helpful staff, easy check in and check out, clean and comfortable roomsStayed in May "
"610",610,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 8 nights",10,"¡°Excellent Hotel In Central of Singapore¡±","Nothing Excellent very clean new hotelValue for moneyStaff is very helpfulVery well located with lots and lots of eatery option all around the hotelMRT (Metro Train) station (Nicoll Highway) very near to the station (walking distance)Hotel located very centrally in the mid of main SingaporeBeautiful roof top swimming poolA small supermarket just next to hotel for all day to day needsTaxi Stand next to hotel in the supermarketRoom was cleaned dailySmall Fridge in the roomWater electric kettle in room for making teaComplimentary water bottles given every day during our stay Complimentary tea bags+ coffee sachets given every dayLocation of the hotel is just EXCELLENT !!!!Stayed in June "
"611",611,"Malaysia","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 1 night",6.7,"¡°Affordable stay¡±","Well, I think the staff could be a little friendlier The overall stay experience is fineStayed in June "
"612",612,"New Caledonia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°Situation and clean¡±","The price was a little bit expensive The situation was good! It's clean and modern The service is also good Beds are comfortablesStayed in June "
"613",613,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights",10,"¡°Restaurant was expensive¡±","Restaurant was expensiveStayed in May "
"614",614,"Taiwan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",9.6,"¡°impressive location, especially the food center nearby¡±"," impressive location, especially the food center nearbyStayed in June "
"615",615,"USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 2 nights",7.9,"¡°Nice hotel in central location, great value for money¡±","Rooms were very small, staff took a long time to check us in (even though they knew when we were arriving), room was a bit stuffy and the rooftop pool area could be made nicer Beds were comfortable, rooftop pool and view was nice, location was great, and the breakfast buffet was very goodStayed in June "
"616",616,"Italy","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",6.3,"¡°No value for money¡±","No value for money, lack of any amenities in the bathroom (no shampoo, no conditioner), a bit further away from downtown (need to take taxi) definitely too expensive for what you get Clean roomStayed in June "
"617",617,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 5 nights",7.9,"¡°good location, small bathroom¡±","- Bathroom is really small- No space for big luggage - Good location, near Nicoll Highway station  mins walk only- There is a Yakun kaya toast shop nearby- Family room is suitable for  peopleStayed in June "
"618",618,"Lithuania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",9.2,"¡°Roof-top pool was a nice surprise!¡±","Their elevator system is a joke!  out of  elevators are called by one button, and the rd one is called with another button - waste of everyone's time and resources Roof-top pool was a nice surprise! View from a th floor room was good Breakfast selection - decent Wi-Fi was goodStayed in June "
"619",619,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",4.6,"¡°Location¡±","The rooms whr too small and very rigid on the check in time The staffs could b still more friendly Will not recommend this properly to anyone LocationStayed in May "
"620",620,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",3.3,"¡°I would not stay here again.¡±","One of the rooms was not ready until  hours after check in time We had to go down and check constantly to see when it was available as staff were not in too much of a rush to have it ready The room was booked  months prior yet on the day could not give us side by side rooms as requested The room had not been cleaned properly A large water bottle was under the bed, used and unused tissues, crisps and rubbish When the foldaway bed was put away (which was touching the two beds because the room was so small) and after the cleaner had cleaned the room again, more crisps and rubbish were located on the floor The carpets were filthy and the bathroom dirty The toilet door could not lock as it was broken There was two adults in our room First day we received an adequate amount of towels and toiletries, upon cleaning they took all of the towels and replaced it with two More of an inconvenience than anything as we arrived home around pm from the night safari Free internet is provided at a slow speed If you want internet at a speed you can work with you must pay $ There's not too much good to come out of this hotel unfortunately One staff member at the front was lovely however she was the only one The others were outright rudeStayed in June "
"621",621,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Twin Room<U+2022> Stayed 5 nights",10,"¡°Make Destination Beach Road your destination while in Singapore¡±","The only inconvenience was the bed by the wall in the twin room in Rm  It gave me such a backache Thankfully I had the other bed which did not give me the problem You can't get more central to the city than the location of Destination The hotel stay met all my requirements beyond expectation The reception staff were super polite and accommodating The linen was pure white, changed every  days The gel soap dispenser is a brilliant idea The TV had a choice of channels all of which worked  The food court opp was a bonus More than anything else, I could not hear any noise from any other guests once I closed my door  Yay! I realise this is a relatively new hotel but please maintain the cleanliness of the bathroom, walls, carpet etc because I intend to return and have told everyone of DestinationStayed in June "
"622",622,"Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night",7.9,"¡°Value for money, spacious rooms.¡±","No frills in the sense of no room service if you get hungry in the middle of the night or want ice cubes to chill a bottle of wine However, for the price, one can hardly complainThe lifts are alittle slow, small and few for a hotel of such size Especially during the morning rush for breakfast, the lift stops at every floor regardless of how full it already is Its a new property, opened only in  I believe Clean, simple and modern  Rooms are pretty spacious, with a couch next to the window Interestingly, the breakfast buffet platters have descriptions in both English and Hindi Go down early for breakfast to avoid the crowd Also, the pool is on the roof, which offers a nice view of the surrounding areasDestination Hotel is located right next to Goldenmile complex which serves authentic thai cuisine, and is opposite from Beach Road Hawker Centre, which serves authentic singapore fare at wallet friendly pricesStayed in June "
"623",623,"Venezuela","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",7.5,"¡°Close to Golden Mile, easy to get very good transportation...¡±","The lobby is too small, is practically the restaurant During the breakfast is a little messy Close to Golden Mile, easy to get very good transportation to MalaysiaStayed in June "
"624",624,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 5 nights",6.7,"¡°Ok but nothing great.¡±","Renovations were being done in the restaurant so it was closed for lunch and dinner VERY crowded at breakfast timeNo shade at all in the pool area Good location, a short walk from Nicol Highway MRT and Bugis the other directionStayed in June "
"625",625,"Russia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 5 nights",8.8,"¡°Almost near the city center but quite and cosy.¡±"," Placement near the Nicoll Highway MRT stationCosy room Fine wi-fi =)Stayed in June "
"626",626,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights",6.3,"¡°location¡±","room size is very smallwill not fit for family with kids locationStayed in May "
"627",627,"Philippines","<U+2022> Business trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 1 night",10,"¡°Awesome¡±"," The helpfulness and kindness of the manager Mr JakeI forgot to get his last nameThe phone inside the room cannot be used for outside call when calling for toll free numbers concerning bank inquiries so I went downThe receptionist staff had inform me that they cannot also make an outside call I was adamant since my bank at the Philippines enabled my ATM for too many transactionsMr Jake came to my rescue and made an effort to assist to contact themThank You for such genuine effortHighly reccommendableStayed in June "
"628",628,"Singapore","<U+2022> Business trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night",6.7,"¡°good hotel¡±","Room could have been better Linen were cleanStayed in June "
"629",629,"Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.1,"¡°The bed was comfy and the room are well kept and clean¡±","The room was too small for a family room and don't understand why the needs to hold a deposit when there is not  even any drinks beside complimentary water bottle in the minibar  Also there is no wakeup call before the check out where i believe even  stars hotel will give a wake up call to all their guests before checking out  The bed was comfy and the room are well kept and cleanStayed in June "
"630",630,"USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",6.7,"¡°Typical Singapore hotel.¡±","Cleaning staff was still working on rooms at pm Hallway smelled a bit like urine Rooftop pool was very nice, great view  Walking distance to Haji Lane shops & restaurants Clean rooms Typical size & comfortStayed in June "
"631",631,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.9,"¡°Awesome Hotel with a lovely location.¡±","Nothing much Best value for a family trip We were a couple with  kids and the  beds in family roomwere extremely comfortable for all  of us The location is excellent with Nicole Highway MRT walking distance from the hotel We were told at checkin that breakfast for kids will be charged but on clarifying the online offer the kids were offered free breakfast with adults ( we didn't try the breakfast though) The rooftop swimming pool was a delight and view was excellent The rooms were cleaned daily and the coffee maker was a boon during the rains Will surely be back againStayed in May "
"632",632,"Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night",9.2,"¡°Excellent experience !¡±","None Comfortable, clean, spacious room with super bed and clean, fresh linen, towels Big screen TV and all ameneties provided MRT station is nearby and a hawker centre opposite Friendly, efficient staff Super smooth check in Will definitely stay here again !Stayed in June "
"633",633,"Bangladesh","<U+2022> Business trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",8.3,"¡°Good Value for e<U+009F><U+0092>¡ã money¡±","The complementary breakfast was not for the Asian Subcontinent I felt as we all prefer to have a bit spicy item or curry item in the morning with parota or nan Washroom didn't have that solid soap rather had to use the liquid soap for bath Hotel Room was valie for money considering it's location Stuffs were good and well behaved Room service was also good amd prompt A quite place to stayStayed in June "
"634",634,"Switzerland","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 3 nights",8.3,"¡°Good value.¡±","Hotel corridor carpet obstucting luggage Very near Local food marketStayed in June "
"635",635,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°Great hotel¡±","None Size of room (small) was expected, considering this IS Singapore, but this is a great hotel and would recomment to anyone Location and cleanliness! Near Nicoll Highway MRT station and right across a great hawker center with lots of food choices Near convenience stores Room was always cleaned up We travelled with  kids and they enjoyed the pool a lot We didn't have any meals at the hotel, preferring to eat at the hawker center which is accessible from the hotel's second floor Lots of delicious food at very reasonable prices Lots of locals so just go to where the lines are longer:)Stayed in June "
"636",636,"Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Value for money, if you know how to find it.¡±","It is not accessible via mrt Had to take a bus or walk quite far from the nearest mrt Swimming pool is a lot smaller than seen in the photos It is opposite of the Army market Really good selection of local food Bathroom is decent size Extra lounge chair in the room, totally unexpected Pleasant surprise! Room is good size, not too smallStayed in June "
"637",637,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°Great pool, clean and tidy,breakfast should be included with...¡±","Lift one bottom controlled one lift the other control led the other  Silly set up Great pool, clean and tidy,breakfast should be included with the roomStayed in June "
"638",638,"Taiwan","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.9,"¡°Good location and price¡±","I saw a cockroach in my room at first day Good location and priceStayed in June "
