"","X","nationality","tags","score","content","content_detail"
"538",538,"Sri Lanka","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 5 nights",8.3,"¡°Great location and comfortable stay¡±"," The location of the property is just perfect We were a swift  minutes to the airport and the shopping and dinning options are all within a  minute walkStayed in May "
"539",539,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 7 nights",10,"¡°The central location, public transport close by.¡±"," The central location, public transport close byStayed in May "
"540",540,"Mauritius","<U+2022> Business trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights",9.6,"¡°Short stay in bencoolen.¡±","Breakfast is too repetitive and similar on every trip The hotel is very quiet and well locatedStaff is helpfulStayed in May "
"541",541,"Switzerland","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 10 nights",9.2,"¡°Nice, tall hotel¡±","Room was really small, which I assume is a standard for Singapore We got a room on the th floor, with a wonderful view of the city The hotel was located in a really nice area, Bugis, very close to MRT and good shopping areas Close to the hotel is a really good and cheap food court We could choose not to have our sheets changed every two days, and instead get free sparkly water, so we went for that There is a cat cafe nearby!Stayed in April "
"542",542,"United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 5 nights",9.6,"¡°Special thanks to Jason (?) the elder gentleman who was...¡±"," Special thanks to Jason (?) the elder gentleman who was organising a taxi for me each morning, as well as to the reception staff who were very friendly, efficient and helpfulThank you again to all your staff for a very pleasant stayStayed in May "
"543",543,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights",6.7,"¡°Comfortable, and worth the money.¡±","Location a little bit far from MRT, but we knew from the beginning before booking this hotel Bed was comfortable, the room was cleanedStayed in May "
"544",544,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°No king size bed available¡±","No king size bed availableStayed in May "
"545",545,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.3,"¡°Comfortable bed¡±"," Comfortable bedStayed in May "
"546",546,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.6,"¡°IBIS on¡±","Nothing that I can think of Cleanliness of the room was excellent Room service was promptStayed in April "
"547",547,"Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Amazing Awesome Service¡±","Nothing Clean room, convenient place, good service, and inexpensive I'm very grateful for amazing awesome service I requested special surprise ideas for my son's th birthday We got free upgrade room and very cute birthday cake for my son !! One of staff ""MsMay"" brought cake to our room and sang birthday song together !!! Me(mom) , my son, and my daughter in lawwe had so happy time in Singapore I really really appreciate it We hope to see them on my next visitNothingStayed in May "
"548",548,"Maldives","<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.9,"¡°My stay is comfortable at ibis¡±","No room service CleanlinessStayed in May "
"549",549,"Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights",10,"¡°Amazing Awesome Service¡±","Nothing Clean room, convenient place, good service, and inexpensiveI'm very grateful for amazing awesome serviceI requested a special surprise ideas for my son's th birthdayWe got free upgrade room and very cute birthday cake for my son  !!One of staff ""MsMay"" brought cake to our room and sang birthday song together !!!Me(mom) , my son, and my daughter in lawwe had so happy time in SingaporeI really really appreciate itWe hope to see them on my next visitStayed in May "
"550",550,"Sri Lanka","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Staff was very friendly and helpful.¡±"," Staff was very friendly and helpful Everything is nearby and specialty the MRT Center of all the needed places Walking distance to everywhereStayed in May "
"551",551,"Thailand","<U+2022> Business trip<U+2022> People with friends<U+2022> Standard Twin Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",9.6,"¡°Nice location¡±","Found small cockroach in bathroom but it was just once during the whole stay Good location, near mrt with a bit of walking and staff is helpfulStayed in May "
"552",552,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.2,"¡°Great location¡±"," I like the proximity of Ibis from the MRT station and convenience storeStayed in May "
"553",553,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile",10,"¡°Excellent Stay and Excellent Location¡±","Everything was fine Excellent location Walking distance to the Bencoolen, Rochor and Bugis MRT Is close to Bugis Market, Sumtec City, Little India, Kampong Glam etcHotel staff very helpful, breakfast spread excellent Very clean roomsStayed in May "
"554",554,"Singapore","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°10 Day Stay¡±","All rooms of same size, hence no option to upgrade to bigger room sizeRoom size could be a little bigger  Well maintained propertyStayed in April "
"555",555,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",8.3,"¡°Great area.¡±","Room was a bit basic for more than a couple of days, pillows were uncomfortable and one had blood on TV channels limited Might not seem a good tourist location but was an excellent base Lots to visit around the immediate area, places to buy food etc Room and bathroom fine, breakfast good with friendly staff Loan of umbrellas and free phone were  very usefulStayed in May "
"556",556,"Pakistan","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",9.2,"¡°Nice Staff at good location¡±","location The staff was nice and guide you wellStayed in May "
"557",557,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 6 nights",9.6,"¡°Excellent 6 days at the Ibis Bencoolen with family¡±","A swimming pool would have been nice, but not essential Location was probably my favorite part of the stay Local shopping close by at Bugis and two malls as well for the name brands Taxis are always available at the door Staff very friendly and helpful! The rooms are on the small side but cozy and comfortable The entire property was clean and maintained very well We had  rooms and all of us enjoyed our stay here, would definitely come backStayed in May "
"558",558,"Thailand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights",7.5,"¡°A Pleasant Stay¡±","Booking through bookingcom did not earn me the Le Club Accor Points EverythingStayed in May "
"559",559,"Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> 2 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.9,"¡°Nil¡±","Nil NilStayed in May "
"560",560,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.9,"¡°Comfortable like home¡±","Na The staff - friendly - mr siokStayed in May "
"561",561,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",9.2,"¡°Value for money¡±","Bed small Shower head broken in bathroom AC temp not adjustable Breakfast options good Location close to many tourist spotsStayed in May "
"562",562,"Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights",7.5,"¡°Nice hotel¡±","Small RoomAmenities must be asked for  not present in the bathroom BreakfastLocationComfortStayed in May "
"563",563,"Brunei Darussalam","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°I'm happy for where I stay .¡±"," The hotel friendly and I like most when I travel alone or with family , I need a place which the hotel could provide DIY laundry for to do all my clothes when I travel overseas Stayed in May "
"564",564,"Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 4 nights",10,"¡°A clean, modern comfortable hotel with the best LOCATION !!¡±","Only the layout of the cupboard as my friend is short and couldn't reach to put things up in the shelves at top The location was the best we walked to most places around Singapore only caught the train to Sentosa Island and took a train trip all around the IslandStayed in May "
"565",565,"Thailand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5,"¡°Ok¡±","It was okStayed in May "
"566",566,"United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 1 night",8.3,"¡°Good¡±","We had a room beside the elevator, a little bit noisy Comfortable beds and good staffStayed in April "
"567",567,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°Value for money.¡±","The room did not have enough space to put luggage The bathroom did not have counter to put the toiletries The bed was very comfortable The room was clean and tidy It was easy to go places from the hotel The staff were very friendly The checkin and checkout service at reception was quick and easy I will recommend this hotel to family and friendsStayed in May "
"568",568,"India","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile",8.3,"¡°Great location¡±","There is no gym on site The food taste is below averageStayed in May "
"569",569,"Vietnam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.8,"¡°Nice hotel¡±","Room is so small, :) Room is clean Hotel is a good location Staff is friendlyStayed in April "
"570",570,"India","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 15 nights<U+2022> Submitted via mobile",10,"¡°The staff were exceptional.¡±"," The staff were exceptional The hotel and staff went out of theor way to helpStayed in May "
"571",571,"Japan","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",8.8,"¡°The restaurant¡±","The toilet doesn't have bidet ,   In the street there is people offering massage and it could be annoying The restaurantStayed in May "
"572",572,"Germany","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°Good hotel for a city trip¡±","Nothing really (Always considering the incredible expensive hotel prices in Singapore and the room rates of this Ibis hotel of course) Good value for money, especially considering that breakfast was included in our rate Breakfast was way better than we expected, many different cuisines offered - from Western croissants and jam to Indian vegetable curry Not too far away from the bay area, you can easily walk there within  Minutes (many shopping centres along the way) Supermarket next to the hotel entrance Room is more spacious than we expected, it was possible to open our two Rimowa suitcases on the floor without them being in the wayStayed in April "
"573",573,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Amazing breakfast.¡±","Shower head was broken in the bathroom Laundry and drier for $ wastoo costly Amazing breakfast Lots of optionGood start for the day Very close to little India So could get Indian food for my toddler every timeStayed in May "
"574",574,"Indonesia","<U+2022> Business trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.9,"¡°Vegetarian food options could have been better¡±","Vegetarian food options could have been betterStayed in May "
"575",575,"USA","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",9.2,"¡°Our stay at the Ibis Bencoolen was such a centralized area to be at.¡±"," Our waitress was great The hamburger I had was more than enoughStayed in May "
"576",576,"United Kingdom","<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 2 nights",7.9,"¡°Friendly helpful staff and a good location.¡±","No fresh coffee in the breakfast room No fresh fruit juices at the bar, only bottled ones Staff were very helpful and friendly Cleaning staff tooStayed in May "
"577",577,"Malaysia","<U+2022> Family with young children<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°1. Surround area with many foods court / stalls and...¡±","  Surround area with many foods court / stalls and walking distance is near Car parking is good thatbwothin the hotel area, but security is weak with less CCTV provide at car park area Public toilet shall not provide card access due to guest need to be use while waiting for us at the lobbyStayed in May "
"578",578,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Close to university.¡±"," Close to university Walked to Orchard Road Bugis train stop comfortable walk through markets which we would not have found if we had stayed elsewhereStayed in May "
"579",579,"Philippines","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°Their Hospitality room and baggage counter¡±","No pool Their Hospitality room and baggage counterStayed in May "
"580",580,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights",8.3,"¡°Rather pleasant without being extravagant¡±","Maybe could do with a bit more wardrobe/hanger space proximity to the Middle Rd/Bencoolen St precinct Staff were friendly Reasonably clean with all of the basic facilitiesStayed in April "
"581",581,"France","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night",7.5,"¡°came from travelling for 40hours due to delays and crashed...¡±","Nothing came from travelling for hours due to delays and crashed out in their v comfortable bed and slept until  the next morning!!Stayed in April "
"582",582,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 5 nights",8.8,"¡°The handy phone, accessibility of public transport, close to...¡±","small room The handy phone, accessibility of public transport, close to shops and restaurants, friendly staffStayed in May "
"583",583,"Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights",7.1,"¡°Good hotel, strategic location¡±","nothing i did not like Good staff, good serviceStayed in April "
"584",584,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",4.2,"¡°Cleanliness of room disgusting! Management don't care.¡±","I was NOT impressed that there was a used toothbrush left inthe bathroom which was supposed to have been cleaned prior to us arriving Even more upsetting was that nothing was done about the toothbrush and no managerial staff had the decency to speak with us after I reported my disgust to reception staff LocationStayed in May "
"585",585,"Bangladesh","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Submitted via mobile",7.1,"¡°Good hotel¡±","Amenities are not provided; those are available upon request Cleanliness & the lifts Also the drinking water info"
"586",586,"India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights",6.3,"¡°Location of hotel is very good.¡±","Cleanliness was very poor Water was stagnated in my washroom basin and no effort was taken to rectify it Location of hotel is very good Very convenient to commute from the hotelStayed in April "
"587",587,"New Zealand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",3.8,"¡°The whole experience was poor.¡±","The whole experience was poor Will not be returningStayed in April "
"588",588,"Singapore","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°Small rooms¡±","Small roomsStayed in April "
"589",589,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 4 nights",8.8,"¡°A nice hotel for a quiet stay with comfort.¡±","Restaurant does not have a good spread for pure vegetarians like me Comfy bedsFriendly staff , efficient & quick responseThey sent me Birthday Cake with a greeting card, on my birthday That was a generous act on the part of the Hotel ManagementSumptuous breakfast Good spread including Indian varietiesEase of public transport Bus stop in the doorstepsStayed in April "
"590",590,"Indonesia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Excelent stay, value for money¡±","None about it Every body were soooo nice and helpfullLocation si greatNear to minimarketThey do have smoking n non smoking roomThe room is big enoughStayed in April "
"591",591,"India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights",7.9,"¡°A nice hotel for a quiet stay with comfort.¡±","No restaurants of multi cuisine spread There is only one restaurant with limited menu optionsNo particular arrangements for vegetarian people for diningNo coffee maker machineClothing hangers : cannot be used for trousers Sumptuous breakfastTea / coffee making facilities FridgeOverall speed of serviceStayed in April "
"592",592,"Brunei Darussalam","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",7.1,"¡°The check-in counter was attentive and efficient.¡±","No bar soap in bathroomShampoo dispenser requires some squeezing power so not suitable for weak or artheritic fingerThe toilet roll kept popping off from the holder when use and sited awkwardly The check-in counter was attentive and efficient Aircond was cold Bugis junction mall within m shop, eat, and mrt stationStayed in April "
"593",593,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights",7.9,"¡°Thumbs up!¡±","They should have volume discount  - we occupied  rooms for  nights, suggest to give discounts esp that we have  senior citizens with us More so, breakfast and taxes are not included in the rates The location  It is very accessible to the destinations Staff were friendlyStayed in April "
"594",594,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 4 nights",8.3,"¡°home away from home¡±","Nothing to dislike StaffStayed in April "
"595",595,"Canada","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°IBIS 2 thumbs up¡±","none so far very convenient locationStayed in April "
"596",596,"United Arab Emirates","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights",10,"¡°I love the location! it's very near to Bugis Street, MRT / bus station and hawkers centres!¡±"," location, excellent serviceStayed in April "
"597",597,"Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Comfort and quietness in great location¡±","Nothing, for this price range, perfect This is a great middle range hotel If you want a reasonable price and somewhere that is quiet, modern, comfortable and clean this is it it does not have fancy accessories or features, but that just makes for good value Room is good size, bathroom has essentials Restaurant downstairs has good range for easy dining optionsStayed in April "
"598",598,"Thailand","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",6.7,"¡°Nice¡±","No comment NiceStayed in April "
"599",599,"Brunei Darussalam","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Friendly staff.¡±"," Friendly staff Checking in and out was easy and quick Room was clean, comfortable and quietStayed in April "
"600",600,"Indonesia","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights",10,"¡°Comfy hotel for smoker¡±"," comfy bed comfy roomStayed in April "
"601",601,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",10,"¡°Excellent hotel¡±","I can found the answer Excellent room dan restroomStayed in April "
"602",602,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°Good sized room¡±","No pool Good sized roomStayed in March "
"603",603,"Brunei Darussalam","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night",8.3,"¡°I am happy for this stay. frony desk service is also excellent¡±","There is no slipper in the room provided I like the shopping around the area, Taxi facility is excellentStaffs are friendly and helpful The bed is comfortStayed in April "
"604",604,"Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°All was good .¡±"," All was good  My preferred place to stay in SingaporeStayed in April "
"605",605,"French Polynesia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night",6.7,"¡°the breakfast, the wii fi, close to MRT and main attractions¡±","the room was not well cleaned hair on the table the breakfast, the wii fi, close to MRT and main attractionsStayed in April "
"606",606,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 4 nights",9.2,"¡°Such a pleasant stay!¡±","None Such a pleasant stay!!!! We (my  yo and I) stayed here for  nights and we were really satisfied with the hospitality the staffs were so friendly and full of smile the self laundry service and Ice dispenser were ROCK!Stayed in April "
"607",607,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5,"¡°Location and the bed.¡±","No water in the room Towels ate not changed daily No personnel to help us with our luggage  Location and the bed Stayed in April "
"608",608,"Singapore","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.6,"¡°Value for money.¡±","No pool to dip in on a hot day Small TV but it's ok Staff's hospitality & services Nearby shopping & foods Good public transportsStayed in April "
"609",609,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.3,"¡°five star e<U+009F><U+0098><U+0080>¡±","nothing locationstaff goodbed comfytransport so nearshops and resto!Stayed in March "
"610",610,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",7.5,"¡°Bravo, amalzing¡±","The bed is rather small Near public transportation (mrt)Stayed in March "
"611",611,"Belgium","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Don't book less than 5 days in Singapore¡±","Mhh Really can't think of anything Breakfast buffet, altough not included in the price, was offered complimentary and delicious and varied Staff, especially Sanjay, were incredibly friendly! Exeptionally good price/quality Super, super location!Stayed in April "
"612",612,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 9 nights",9.2,"¡°Excellent location, excellent staff.¡±","The room was a little on the small side, but we didn't spend much time in there anyway, so it was fine The only fault I could find was that there wasn't much storage space A bedside table with a couple of drawers for undies and such would have made the room perfect The hotel was in the perfect place, close to  different MRT stations, a bus stop right outside the door and within walking distance of many attractions, including Orchard Road, Bugis Street and Suntec City The bed was extremely comfy and the service was excellent Air conditioning was under our control, so we could turn it up, down or off depending on our required comfort level, this was huge for us as we were so glad that we weren't constantly cold The food in the restaurant was delicious and reasonably priced in comparison to similar places, but with the most amazing food hall  minutes walk away we didn't eat there very much anyway I would highly recommend this hotel to anybody who wants to see the sights and sounds that make Singapore so uniqueStayed in April "
"613",613,"Abkhazia, a<U+0080><U+008B> Georgia","<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night",3.3,"¡°very expensive¡±","very expensiveStayed in April "
"614",614,"Italy","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights",5,"¡°If you don't have other options...¡±","Very poor breakfastVery aggressive behaviour by the bar manager (a woman)Very expensive price per night Location is good Comfort into the rooms is the usual in IBIS hotels, so you already know what to expectStayed in March "
"615",615,"India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",8.3,"¡°Memorable stay in Singapore at an awesome hotel¡±","The pillows in the room were too high and I like flatter ones The daily breakfast buffet has excellent choices catering to all tastes Stayed in April "
"616",616,"Indonesia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°Good hotel¡±"," Staff was very kindStayed in April "
"617",617,"Thailand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights",8.3,"¡°Near to MRT station!¡±"," Very good location!  Clean bed and bathroomStayed in March "
"618",618,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Great location, very clean and convenient.¡±","A little bit expensive though Great hospitality from the staffs The unlimited wifi connection was superbStayed in April "
"619",619,"Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",10,"¡°Worth of money¡±","Nothing Ez link the deposit is too expensive Must deposit $ each card I really like the shower gelStayed in April "
"620",620,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 8 nights<U+2022> Submitted via mobile",7.1,"¡°It was okay but nothing special¡±","Breakfast was boring and dining area too noisy LocationStayed in April "
"621",621,"Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights",9.2,"¡°Great location and comfort¡±"," If you are just looking for somewhere clean just to sleep and shower this is tops One of the best pillows and bed I have ever slept in Close to food and MRTStayed in April "
"622",622,"Myanmar","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.6,"¡°Excellent stay at ibis¡±","There is limitation to hang wet towels either in the room or in the bathroom If the hotel can provide one or two additional clothing racks, that would be great Location is excellent The check-in was very fast and my room was ready before pm The hotel is close to many eateries Albert Hawker Center is the nearest one  Eleven is right next to the hotel The neighborhood has shopping options like Bugis Junction, Bugis+ and Bugis StreetStayed in April "
"623",623,"Australia","<U+2022> Business trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°All round s great place to stay¡±","Almost $ for a cup of coffee that you serve yourself is obscene Rooms are well setup, staff are lovely, friendly and helpfulStayed in April "
"624",624,"Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Twin Room with Extra Benefits<U+2022> Stayed 3 nights",8.8,"¡°Great affordable hotel!¡±"," They have fast free wifi On top of that, they have computers available free for clients with printers We were able to do online check-in and print our boarding passes at the hotel We were given an upgrade due to the fact that our rooms were not available mins after their supposed check-in time (we like the attention they gave to tired tourists!) Rochor MRT station is a short walk away In the near future, there'll be a Bencoolen station as well Bus stop is right at hotel very convenient locationStayed in April "
"625",625,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Breakfast.¡±"," BreakfastStayed in April "
"626",626,"Sri Lanka","<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",6.7,"¡°Hotel was situated in a convenient location.¡±","Basic amenities were not included Rooms did not have sufficient space Hotel was situated in a convenient location Staff were friendly and helpfulStayed in April "
"627",627,"India","<U+2022> Business trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights",9.2,"¡°Value for money hotel in the heart of the city¡±","I did not get a helper to carry my luggage to the room everything was clean and hygenicStayed in April "
"628",628,"New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",9.5,"¡°Good Location¡±","Was disappointed to be staying four nights & having to live out of suitcases Only shelf was above jug- safe & above wardrobe Well out of reach for someone ft!!! A bedside cabinet with three draws would have been a blessing Breakfast We felt not quite up to variety for Europeans Eg only one yogurtStayed in April "
